Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
RUA DAS CHACARAS 400 - APT 403 BLOCO F - MANTIQUEIRA - 31680-320 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;10948,35;57,13;57,13;P3;0,005309;AP;RESIDENCIAL;197355,59;ZAR2;16/11/2021
RUA CONDE DE LINHARES 1071 - LOJA 10 - CORACAO DE JESUS - 30380-262 - BELO HORIZONTE - MG;CORACAO DE JESUS;1991;590,73;30,43;30,43;P4;0,0432;LJ;NAO RESIDENCIAL;140360;ZA;16/11/2021
RUA JOAO GUALBERTO FILHO 1438 - APT 501 - SAGRADA FAMILIA - 31035-570 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1981;874;138;138;P3;0,045454;AP;RESIDENCIAL;395000;ZAP;16/11/2021
RUA ALVES MARTINS 26 - APT 202 - CALAFATE - 30411-510 - BELO HORIZONTE - MG;CALAFATE;1998;360;112,42;112,42;P3;0,14604;AP;RESIDENCIAL;435000;ZAP;16/11/2021
RUA MARIA FORTUNATA ROTHEIA 15 - PAQUETA - 31330-642 - BELO HORIZONTE - MG;PAQUETA;2007;401,33;175;175;P4;1;CA;RESIDENCIAL;1446564,5;ZAR2;16/11/2021
AVE DEPUTADO ANUAR MENHEN 1212 - BLOCO L APT 1 - SANTA MONICA - 31560-200 - BELO HORIZONTE - MG;SANTA MONICA;1997;10236,89;64,3;64,3;P3;0,005208;AP;RESIDENCIAL;199999,99;ZAR2;16/11/2021
RUA JOSE GONCALVES 1000 - APT 102 - BARREIRO - 30640-270 - BELO HORIZONTE - MG;BARREIRO;1980;27800;76;76;P3;0,004161;AP;RESIDENCIAL;227590,97;ZAP;16/11/2021
RUA DARCY VARGAS 160 - APT 201 - SALGADO FILHO - 30421-093 - BELO HORIZONTE - MG;SALGADO FILHO;1977;378;86,25;86,25;P3;0,08333;AP;RESIDENCIAL;285742,8;ZAP;16/11/2021
RUA GENOVEVA DE SOUZA 506 - APT 201 - SAGRADA FAMILIA - 31030-220 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2021;400;168,26;168,26;P3;0,12558;AP;RESIDENCIAL;810000;ZAP;16/11/2021
RUA DAS CHACARAS 400 - APT 102 BLOCO C - MANTIQUEIRA - 31680-320 - BELO HORIZONTE - MG;MANTIQUEIRA;2019;10948,35;65,05;65,05;P3;0,006045;AP;RESIDENCIAL;224715,23;ZAR2;16/11/2021
RUA JULIA NUNES GUERRA 300 - APT 801 - LUXEMBURGO - 30380-400 - BELO HORIZONTE - MG;LUXEMBURGO;2016;5419,5;262,57;262,57;P4;0,02143;AP;RESIDENCIAL;1037151,5;ZAR2;16/11/2021
RUA CLAUDIO MANOEL 878 - APT 605 - SAVASSI - 30140-108 - BELO HORIZONTE - MG;SAVASSI;2015;1800;150,37;150,37;P4;0,01119;AP;RESIDENCIAL;1160000;ZCBH;16/11/2021
RUA MARIA VAZ DE MELO 117 - APT 402 - DONA CLARA - 31260-110 - BELO HORIZONTE - MG;DONA CLARA;2013;720;274,33;274,33;P4;0,08735;AP;RESIDENCIAL;877003,66;ZAP;16/11/2021
RUA CRISTINA 1300 - APT 201 - SANTO ANTONIO - 30330-228 - BELO HORIZONTE - MG;SANTO ANTONIO;2019;430;114,39;114,39;P4;0,10137;AP;RESIDENCIAL;680000;ZA;16/11/2021
RUA JOSE BRANDAO 69 - APT 08 - BARREIRO - 30640-020 - BELO HORIZONTE - MG;BARREIRO;1973;990,36;82,2;82,2;P3;0,08708;AP;RESIDENCIAL;344960;ZCBA;16/11/2021
RUA POUSO ALEGRE 2486 - APT 302 - SANTA TEREZA - 31010-514 - BELO HORIZONTE - MG;SANTA TEREZA;1973;9037;68,24;68,24;P3;0,00862;AP;RESIDENCIAL;279630,37;ZA;16/11/2021
RUA WILSON TAVARES RIBEIRO 825 - TEIXEIRA DIAS - 30644-260 - BELO HORIZONTE - MG;TEIXEIRA DIAS;1999;275;211;348;P3;1;CA;RESIDENCIAL;426097,1;ZAR2;16/11/2021
RUA SANTO ANTONIO 800 - APT 503 BLOCO 10 - SAO JOAO BATISTA - 31515-100 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2011;13467,79;49,94;49,94;P3;0,003268;AP;RESIDENCIAL;169999,96;ZAP;16/11/2021
RUA JOSE GOMES DOMINGUES 200 - BLOCO 20 APT 302 - JAQUELINE - 31748-075 - BELO HORIZONTE - MG;JAQUELINE;1998;15095;58,92;58,92;P3;0,003246;AP;RESIDENCIAL;162831,31;ZAR2;16/11/2021
RUA PROFESSOR MORAES 22 - APT 101 - SAVASSI - 30150-370 - BELO HORIZONTE - MG;SAVASSI;1970;600;183,33;183,33;P3;0,15536;AP;RESIDENCIAL;1072030;ZCBH;16/11/2021
RUA AGILIO CRUZ DE SOUZA 9 - CASA 08 - SERRANO - 30882-630 - BELO HORIZONTE - MG;SERRANO;2006;1446,61;62,36;62,36;P3;0,102312;CA;RESIDENCIAL;455000;ZAP;16/11/2021
RUA ENGENHEIRO AMARO LANARI 404 - APT 801 - ANCHIETA - 30310-580 - BELO HORIZONTE - MG;ANCHIETA;2008;396;212,28;212,28;P4;0,15936;AP;RESIDENCIAL;875000;ZA;16/11/2021
RUA DOS AIMORES 2085 - APT 1404 - LOURDES - 30140-074 - BELO HORIZONTE - MG;LOURDES;2014;1800;150,22;150,22;P4;0,01094;AP;RESIDENCIAL;986044,08;ZCBH;16/11/2021
RUA UBIRAJARA CAMPOS 274 - APT 302 - CANDELARIA - 31535-630 - BELO HORIZONTE - MG;CANDELARIA;2021;387;100,64;100,64;P3;0,101534;AP;RESIDENCIAL;331105,6;ZAP;16/11/2021
RUA BOTAO DE ROSA 34 - CASA 02 - ETELVINA CARNEIRO - 31746-105 - BELO HORIZONTE - MG;ETELVINA CARNEIRO;2021;798,3;57,38;57,38;P2;0,164736;CA;RESIDENCIAL;240000;ZAR2;16/11/2021
RUA CARMESIA 240 - APT 201 - SANTA INES - 31080-170 - BELO HORIZONTE - MG;SANTA INES;2018;360;105,37;105,37;P3;0,107302;AP;RESIDENCIAL;366687,6;ZAP;16/11/2021
AVE DEPUTADO CRISTOVAM CHIARADIA 391 - APT 502 BLOCO 1 - BURITIS - 30575-815 - BELO HORIZONTE - MG;BURITIS;2010;6094,3;94,78;94,78;P4;0,009162;AP;RESIDENCIAL;455000;ZAR2;16/11/2021
RUA MAGELA GONCALVES 231 - MARIA GORETTI - 31920-730 - BELO HORIZONTE - MG;MARIA GORETTI;2009;339;243;332;P3;1;CA;RESIDENCIAL;409210,9;ZAR2;16/11/2021
RUA JOSE AMAURY FERRARA 203 - APT 709 - BURITIS - 30575-280 - BELO HORIZONTE - MG;BURITIS;2021;1852;47,04;47,04;P4;0,011852;AC;NAO RESIDENCIAL;310000;ZAR2;16/11/2021
RUA MANAUS 611 - APT 402 - SANTA EFIGENIA - 30150-350 - BELO HORIZONTE - MG;SANTA EFIGENIA;1998;880;155,19;155,19;P4;0,027025;AP;RESIDENCIAL;669877,64;ZCBH;16/11/2021
RUA MONTES CLAROS 455 - APT 701 - CARMO - 30310-370 - BELO HORIZONTE - MG;CARMO;2019;840;123,73;123,73;P5;0,043782;AP;RESIDENCIAL;700000;ZA;16/11/2021
RUA MARTINICA 115 - APT 102 BLOCO 2 - SANTA BRANCA - 31565-400 - BELO HORIZONTE - MG;SANTA BRANCA;2010;1497,5;64,06;64,06;P3;0,024591;AP;RESIDENCIAL;232490,22;ZAP;16/11/2021
RUA INTENDENTE CAMARA 95 - CASA 05 - LIBERDADE - 31270-240 - BELO HORIZONTE - MG;LIBERDADE;2021;330;81,11;81,11;P3;0,196133;CA;RESIDENCIAL;500000;ZAP;16/11/2021
RUA DOUTOR JUVENAL DOS SANTOS 364 - APT 101 - LUXEMBURGO - 30380-530 - BELO HORIZONTE - MG;LUXEMBURGO;1992;432;120,75;120,75;P3;0,14749;AP;RESIDENCIAL;430000;ZAR2;16/11/2021
RUA ITAPARICA 251 - APT 703 - SERRA - 30240-130 - BELO HORIZONTE - MG;SERRA;1979;520;150;150;P3;0,04222;AP;RESIDENCIAL;415000;ZA;16/11/2021
RUA DOS TIMBIRAS 113 - APT 602 - FUNCIONARIOS - 30140-060 - BELO HORIZONTE - MG;FUNCIONARIOS;2016;600;209,73;209,73;P4;0,051363;AP;RESIDENCIAL;1100000;ZCBH;16/11/2021
AVE CORONEL JOSE DIAS BICALHO 456 - APT 102 - SAO LUIZ - 31275-050 - BELO HORIZONTE - MG;SAO LUIZ;1976;444;146,66;146,66;P3;0,16666;AP;RESIDENCIAL;400000;ZP2;16/11/2021
RUA JOAO GUALBERTO FILHO 1321 - APT 303 - SAGRADA FAMILIA - 31035-570 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2006;400;127,94;127,94;P3;0,131;AP;RESIDENCIAL;422969,64;ZAP;16/11/2021
RUA JOAZEIRO 158 - SAO CRISTOVAO - 31110-490 - BELO HORIZONTE - MG;SAO CRISTOVAO;1947;296;175;175;P3;1;CA;RESIDENCIAL;449900,2;ZAR2;16/11/2021
AVE FLEMING 1159 - BLOCO 2 APT 304 - BANDEIRANTES - 31310-490 - BELO HORIZONTE - MG;BANDEIRANTES;2001;2734,37;43,85;43,85;P2;0,01037;AP;RESIDENCIAL;183277,62;ZP2;16/11/2021
RUA DOUTOR CRISTIANO REZENDE 2033 - APT 408 - FLAVIO MARQUES LISBOA - 30622-020 - BELO HORIZONTE - MG;FLAVIO MARQUES LISBOA;1998;1020;48,15;48,15;P2;0,025166;AP;RESIDENCIAL;153906,66;ZAR2;16/11/2021
RUA FREDERICO BRACHER JUNIOR 285 - BLOCO C APT 110 - CARLOS PRATES - 30720-000 - BELO HORIZONTE - MG;CARLOS PRATES;1986;4678;61,63;61,63;P2;0,01111;AP;RESIDENCIAL;335572,21;ZA;16/11/2021
RUA RUBENS CARVALHO DE ANDRADE 12 - APT 303 - BURITIS - 30575-810 - BELO HORIZONTE - MG;BURITIS;2009;1350;69,76;69,76;P3;0,043998;AP;RESIDENCIAL;340000;ZAR2;16/11/2021
AVE AFONSO PENA 2709 - APT 1110 - FUNCIONARIOS - 30130-011 - BELO HORIZONTE - MG;FUNCIONARIOS;1970;2380;98,74;98,74;P3;0,006069;AP;RESIDENCIAL;400000;ZCBH;17/11/2021
AVE DEPUTADO CRISTOVAM CHIARADIA 200 - APT 402 BLOCO 3 - BURITIS - 30575-815 - BELO HORIZONTE - MG;BURITIS;2011;8643,8;89;89;P4;0,006042;AP;RESIDENCIAL;475000;ZAR2;17/11/2021
AVE DEPUTADO CRISTOVAM CHIARADIA 351 - BLOCO 1 APT 503 - BURITIS - 30575-815 - BELO HORIZONTE - MG;BURITIS;2003;3344,53;85,58;85,58;P4;0,01545;AP;RESIDENCIAL;440000;ZAR2;17/11/2021
AVE PROFESSOR MARIO WERNECK 2474 - APT 404 - BURITIS - 30575-180 - BELO HORIZONTE - MG;BURITIS;1995;907;165,02;165,02;P4;0,029085;AP;RESIDENCIAL;541018,07;ZAR2;17/11/2021
RUA ALVA 200 - APT 403 BLOCO 13 - JULIANA - 31744-560 - BELO HORIZONTE - MG;JULIANA;2020;11857,15;62,92;62,92;P4;0,003729;AP;RESIDENCIAL;189807,62;ZAR2;17/11/2021
RUA ALVA 200 - APT 501 BLOCO 11 - JULIANA - 31744-560 - BELO HORIZONTE - MG;JULIANA;2020;11857,15;62,92;62,92;P4;0,003729;AP;RESIDENCIAL;189807,62;ZAR2;17/11/2021
RUA ANA DIAS DUARTE 140 - APT 1208 BLOCO 02 - JARDIM GUANABARA - 31742-273 - BELO HORIZONTE - MG;JARDIM GUANABARA;2021;15015;61,04;61,04;P3;0,003552;AP;RESIDENCIAL;240000;ZAR2;17/11/2021
RUA ANA DIAS DUARTE 140 - APT 808 BLOCO 02 - JARDIM GUANABARA - 31742-273 - BELO HORIZONTE - MG;JARDIM GUANABARA;2021;15015;61,04;61,04;P3;0,003552;AP;RESIDENCIAL;240000;ZAR2;17/11/2021
RUA ARISTIDES FERREIRA DE CASTRO 186 - APT 401 - TIROL - 30662-480 - BELO HORIZONTE - MG;TIROL;2021;1197,46;152,95;152,95;P4;0,0377;AP;RESIDENCIAL;604152,5;ZAP;17/11/2021
RUA BATISTA CARNEIRO 136 - BLOCO 7 APT 302 - SALGADO FILHO - 30550-090 - BELO HORIZONTE - MG;SALGADO FILHO;2001;2247,4;55,04;55,04;P3;0,011591;AP;RESIDENCIAL;159351,81;ZAP;17/11/2021
RUA CASTELO MOURA 113 - APT 202 - CASTELO - 31330-210 - BELO HORIZONTE - MG;CASTELO;2015;840;215,05;215,05;P3;0,06385;AP;RESIDENCIAL;850000;ZAR2;17/11/2021
RUA DENER CUNHA PEIXOTO 11 - SALA 701 SALA - BURITIS - 30575-817 - BELO HORIZONTE - MG;BURITIS;2016;5791,83;49,71;49,71;P3;0,00556;SL;NAO RESIDENCIAL;182288,14;ZAR2;17/11/2021
RUA DESEMBARGADOR JOSE BURNIER 240 - APT 103 - CASTELO - 30840-420 - BELO HORIZONTE - MG;CASTELO;2012;840;129,52;129,52;P3;0,05507;AP;RESIDENCIAL;540000;ZAR2;17/11/2021
RUA DESEMBARGADOR TINOCO 213 - BLOCO 1 APT 202 - MONSENHOR MESSIAS - 30720-480 - BELO HORIZONTE - MG;MONSENHOR MESSIAS;1999;1500;83,57;83,57;P3;0,02604;AP;RESIDENCIAL;255000;ZAP;17/11/2021
RUA DOMINGOS VIOTTI 88 - APT 101 - SANTA AMELIA - 31550-260 - BELO HORIZONTE - MG;SANTA AMELIA;2005;414;141,41;141,41;P3;0,14599;AP;RESIDENCIAL;380000;ZAP;17/11/2021
RUA DOM PRUDENCIO GOMES 394 - APT 204 - CORACAO EUCARISTICO - 30535-580 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;2020;480;71,22;71,22;P3;0,076368;AP;RESIDENCIAL;350829,02;ZA;17/11/2021
RUA DOM PRUDENCIO GOMES 394 - GARAGE 01 - CORACAO EUCARISTICO - 30535-580 - BELO HORIZONTE - MG;CORACAO EUCARISTICO;2020;480;7,18;7,18;P3;0,007698;VR;RESIDENCIAL;29150,8;ZA;17/11/2021
RUA DOS ARQUITETOS 94 - ALIPIO DE MELO - 30840-160 - BELO HORIZONTE - MG;ALIPIO DE MELO;1976;281,25;187;187;P3;1;CA;RESIDENCIAL;730000;ZAR2;17/11/2021
RUA DOS GUAJAJARAS 910 - GARAGE 10 - CENTRO - 30180-106 - BELO HORIZONTE - MG;CENTRO;1992;1070;20,83;20,83;P4;0,001604;VC;NAO RESIDENCIAL;60897,38;ZHIP;17/11/2021
RUA DOS MORANGOS 44 - APT 302 - VILA CLORIS - 31744-069 - BELO HORIZONTE - MG;VILA CLORIS;1978;12708;47,04;47,04;P2;0,004766;AP;RESIDENCIAL;136282,5;ZAP;17/11/2021
RUA DOS TUPIS 718 - APT 1801 - CENTRO - 30190-064 - BELO HORIZONTE - MG;CENTRO;1994;470;43,66;43,66;P3;0,00789;AP;RESIDENCIAL;186537,04;ZHIP;17/11/2021
RUA ERNANI AGRICOLA 27 - APT 501 - BURITIS - 30492-040 - BELO HORIZONTE - MG;BURITIS;2011;2700;272,94;272,94;P5;0,02765;AP;RESIDENCIAL;1280000;ZAR2;17/11/2021
RUA ESCARPA 142 - CASA 03 - SANTA MONICA - 31525-240 - BELO HORIZONTE - MG;SANTA MONICA;2016;360;52,9;52,9;P3;0,160748;CA;RESIDENCIAL;279395,71;ZAP;17/11/2021
RUA EZIO MARIO TERENZI 320 - APT 202 - MINASLANDIA - 31812-080 - BELO HORIZONTE - MG;MINASLANDIA;2016;360;118,63;118,63;P3;0,13362;AP;RESIDENCIAL;333700,26;ZAP;17/11/2021
RUA INACIO MURTA 402 - CASA 6 - SANTA AMELIA - 31550-275 - BELO HORIZONTE - MG;SANTA AMELIA;2000;517;60,28;60,28;P3;0,158;CA;RESIDENCIAL;305000;ZAR2;17/11/2021
RUA JOAO ANTONIO AZEREDO 220 - APT 102 - BELVEDERE - 30320-610 - BELO HORIZONTE - MG;BELVEDERE;1998;2112;343,59;343,59;P5;0,0439;AP;RESIDENCIAL;2188668,3;ZP3;17/11/2021
RUA JOAO BERNARDINO SANTOS 434 - APT 301 - PAQUETA - 31330-470 - BELO HORIZONTE - MG;PAQUETA;2012;360;116,63;116,63;P3;0,10067;AP;RESIDENCIAL;355000;ZAP;17/11/2021
RUA JOAO LEMOS 530 - APT 501- BLOCO 8 - PAULO VI - 31995-150 - BELO HORIZONTE - MG;PAULO VI;2015;25699,35;65,85;65,85;P3;0,003537;AP;RESIDENCIAL;199130,4;ZAR2;17/11/2021
RUA JOAO SAMAHA 1326 - APT 102 BLOCO B - SAO JOAO BATISTA - 31520-100 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2002;735;63,64;63,64;P3;0,042653;AP;RESIDENCIAL;150805,68;ZAP;17/11/2021
RUA JOSE RIBEIRO FILHO 207 - APT 501 BLOCO 1 - OURO PRETO - 31330-500 - BELO HORIZONTE - MG;OURO PRETO;2016;2378;99,83;99,83;P3;0,011865;AP;RESIDENCIAL;360000;ZAP;17/11/2021
RUA LINDOLFO DE AZEVEDO 1254 - APT 102 - JARDIM AMERICA - 30421-382 - BELO HORIZONTE - MG;JARDIM AMERICA;1978;390;133;133;P2;0,12281;AP;RESIDENCIAL;330000;ZAP;17/11/2021
RUA LOURIVAL PINTO COELHO 87 - APT 301 - MINAS BRASIL - 30730-210 - BELO HORIZONTE - MG;MINAS BRASIL;2005;570;144,19;144,19;P3;0,118;AP;RESIDENCIAL;400000;ZAP;17/11/2021
RUA OSORIO DUQUE ESTRADA 586 - APT 501 BLOCO TORRE 02 - PLANALTO - 31730-512 - BELO HORIZONTE - MG;PLANALTO;2020;9568,59;59,44;59,44;P3;0,005246;AP;RESIDENCIAL;246438,89;ZAP;17/11/2021
RUA PAPA GREGORIO I 85 - OURO MINAS - 31870-280 - BELO HORIZONTE - MG;OURO MINAS;2013;360;82,08;82,08;P1;0,185428;LJ;NAO RESIDENCIAL;105313,5;ZAR2;17/11/2021
RUA PEDRA LAVRADA 165 - APT 1005 BLOCO TORRE 2 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2021;10401,77;56,62;56,62;P4;0,004471;AP;RESIDENCIAL;210700;ZAR2;17/11/2021
RUA PEDRA LAVRADA 165 - APT 104 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2021;10401,77;56,62;56,62;P4;0,004471;AP;RESIDENCIAL;202133,4;ZAR2;17/11/2021
RUA PEDRA LAVRADA 165 - APT 307 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2021;10401,77;55,17;55,17;P4;0,004356;AP;RESIDENCIAL;207800;ZAR2;17/11/2021
RUA PEDRA LAVRADA 165 - APT 902 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2021;10401,77;55,17;55,17;P4;0,004356;AP;RESIDENCIAL;215000;ZAR2;17/11/2021
RUA PIUM I 1122 - APT 406 - SION - 30310-080 - BELO HORIZONTE - MG;SION;2015;979,78;76,94;76,94;P3;0,022695;AP;RESIDENCIAL;417970,21;ZA;17/11/2021
RUA PROFESSORA BARTIRA MOURAO 451 - APT 301 - BURITIS - 30492-025 - BELO HORIZONTE - MG;BURITIS;1998;900;202,83;202,83;P4;0,083333;AP;RESIDENCIAL;670000;ZAR2;17/11/2021
RUA PROFESSORA BARTIRA MOURAO 587 - APT 902 - BURITIS - 30492-025 - BELO HORIZONTE - MG;BURITIS;2007;2700;128,45;128,45;P4;0,020775;AP;RESIDENCIAL;402537,04;ZAR2;17/11/2021
RUA PROFESSOR TABAJARA PEDROSO 95 - APT 601 - PALMARES - 31155-670 - BELO HORIZONTE - MG;PALMARES;2011;828;140,5;140,5;P3;0,04332;AP;RESIDENCIAL;500000;ZAP;17/11/2021
RUA RIO POMBA 1568 - BLOCO 1 APT 101 - PADRE EUSTAQUIO - 30720-290 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2004;1137;74,99;74,99;P3;0,033683;AP;RESIDENCIAL;285000;ZA;17/11/2021
RUA ROSA ZANDONA 194 - APT 901 BLOCO 2 - VENDA NOVA - 31510-050 - BELO HORIZONTE - MG;VENDA NOVA;2019;6039,16;86,49;86,49;P3;0,01115;AP;RESIDENCIAL;300985,2;ZAP;17/11/2021
RUA SENHORA DOS NAVEGANTES - OURO MINAS - 31870-310 - BELO HORIZONTE - MG;OURO MINAS;0;402;0;0;TE;1;LV;TERRITORIAL;37459,97;ZP1;17/11/2021
RUA SERRA DOS AIMORES 58 - APT 102 BLOCO 4A - JARDIM LEBLON - 31540-300 - BELO HORIZONTE - MG;JARDIM LEBLON;2007;2880;45,46;45,46;P2;0,01563;AP;RESIDENCIAL;130333,82;ZAR2;17/11/2021
RUA SOUZA MENEZES 105 - APT 203 BLOCO 1 - SALGADO FILHO - 30550-120 - BELO HORIZONTE - MG;SALGADO FILHO;2007;600;80,73;80,73;P3;0,043643;AP;RESIDENCIAL;254977,63;ZAP;17/11/2021
RUA TEREZA MOTA VALADARES 685 - APT 2001 - BURITIS - 30575-160 - BELO HORIZONTE - MG;BURITIS;2014;2639;231,13;231,13;P4;0,02225;AP;RESIDENCIAL;644999,58;ZAR2;17/11/2021
RUA TEREZA MOTA VALADARES 958 - APT 101 BLOCO 1 - BURITIS - 30575-160 - BELO HORIZONTE - MG;BURITIS;2006;1501;89,86;89,86;P3;0,027953;AP;RESIDENCIAL;335000;ZAR2;17/11/2021
RUA VANDER RODRIGUES DE LIMA 65 - APT 404 - CAICARA ADELAIDE - 30750-160 - BELO HORIZONTE - MG;CAICARA ADELAIDE;2005;2803,11;117,11;117,11;P3;0,02139;AP;RESIDENCIAL;362174,39;ZAR2;17/11/2021
RUA WILSON SOARES FERNANDES 744 - APT 202 - PLANALTO - 31730-700 - BELO HORIZONTE - MG;PLANALTO;2019;519;119;119;P3;0,112016;AP;RESIDENCIAL;377651,33;ZAR2;17/11/2021
AVE DEPUTADO CRISTOVAM CHIARADIA 430 - APT 704 BLOCO 1 - BURITIS - 30575-815 - BELO HORIZONTE - MG;BURITIS;2012;4459,71;123,28;123,28;P4;0,012334;AP;RESIDENCIAL;570000;ZAR2;17/11/2021
RUA DA PATAGONIA 927 - APT 802 - SION - 30320-135 - BELO HORIZONTE - MG;SION;2011;1302;180,06;180,06;P4;0,032564;AP;RESIDENCIAL;600000;ZA;17/11/2021
RUA ABRAHAO JOAO 851 - PARQUE SAO JOSE - 30570-550 - BELO HORIZONTE - MG;PARQUE SAO JOSE;2016;400;377,97;377,97;P3;1;CA;RESIDENCIAL;747512,1;ZAR2;17/11/2021
RUA SARGENTO JOHNNY DA SILVA 180 - BLOCO V APT 303 - BETANIA - 30590-253 - BELO HORIZONTE - MG;BETANIA;2000;3469,69;45,37;45,37;P2;0,00802;AP;RESIDENCIAL;150000;ZAP;17/11/2021
RUA PROFESSORA GLORIA BARACHO - CASA BRANCA - 31050-050 - BELO HORIZONTE - MG;CASA BRANCA;0;360;0;0;TE;1;LV;TERRITORIAL;290000;ZAR2;17/11/2021
AVE LEONTINO FRANCISCO ALVES 30 - BLOCO A20 APT 204 - SERRA VERDE - 31630-000 - BELO HORIZONTE - MG;SERRA VERDE;1997;1513;59,68;59,68;P3;0,06054;AP;RESIDENCIAL;182601;ZAR2;17/11/2021
RUA JEFFERSON 219 - UNIAO - 31170-690 - BELO HORIZONTE - MG;UNIAO;1966;300;145,97;145,97;P3;1;CA;RESIDENCIAL;489921,99;ZAP;17/11/2021
RUA LINCOLN 219 - UNIAO - 31170-680 - BELO HORIZONTE - MG;UNIAO;1966;363;145,97;291,94;P3;1;CA;RESIDENCIAL;441799,44;ZAP;17/11/2021
RUA ROSINHA SIGAUD 1163 - APT 202 - CAICARA ADELAIDE - 30770-362 - BELO HORIZONTE - MG;CAICARA ADELAIDE;1990;300;97,59;97,59;P3;0,25;AP;RESIDENCIAL;340000;ZAP;17/11/2021
RUA JORDANIA 220 - APT 301 - OURO PRETO - 31310-470 - BELO HORIZONTE - MG;OURO PRETO;2015;702;115,05;115,05;P3;0,08669;AP;RESIDENCIAL;405000;ZAR2;17/11/2021
RUA ZELIA 183 - APT 201 BLOCO 1 - PIRATININGA - 31573-550 - BELO HORIZONTE - MG;PIRATININGA;2010;3330,19;49,8;99,6;P3;0,015807;AP;RESIDENCIAL;159999,25;ZAR2;17/11/2021
AVE DO CONTORNO 7315 - APT 1808 - SANTO ANTONIO - 30110-047 - BELO HORIZONTE - MG;SANTO ANTONIO;2001;4158,63;49,67;49,67;P5;0,001766;AP;RESIDENCIAL;203785,8;ZA;17/11/2021
RUA FELIPE DOS SANTOS 760 - APT 1501 BLOCO 1 - SANTO AGOSTINHO - 30180-165 - BELO HORIZONTE - MG;SANTO AGOSTINHO;2011;5801;249,07;249,07;P5;0,00575;AP;RESIDENCIAL;1831440,35;ZCBH;17/11/2021
AVE SEBASTIAO DE BRITO 102 - SALA 408 - SANTA ROSA - 31260-000 - BELO HORIZONTE - MG;SANTA ROSA;2019;770;38,7;38,7;P5;0,01535;SL;NAO RESIDENCIAL;187695;ZAP;17/11/2021
RUA CURRAL DEL REI 597 - APT 403 - PADRE EUSTAQUIO - 30720-220 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;2009;1736,28;186,24;372,48;P4;0,034;AP;RESIDENCIAL;599999,33;ZA;17/11/2021
RUA JUSSARA 325 - APT 602 - GRACA - 31140-070 - BELO HORIZONTE - MG;GRACA;2019;714;136,77;136,77;P3;0,06021;AP;RESIDENCIAL;512035,42;ZAP;17/11/2021
RUA ROBERTO CARLOS DE ALMEIDA CUNHA 320 - APT 201 - FLORAMAR - 31742-100 - BELO HORIZONTE - MG;FLORAMAR;2011;360;65,95;65,95;P3;0,139686;AP;RESIDENCIAL;271219,38;ZAP;17/11/2021
RUA CARLOS PEIXOTO 571 - APT 202 - NOVO SAO LUCAS - 30240-460 - BELO HORIZONTE - MG;NOVO SAO LUCAS;2016;360;121,79;121,79;P3;0,131508;AP;RESIDENCIAL;590000;ZAP;17/11/2021
AVE AMAZONAS 699 - APT 1004 - CENTRO - 30180-005 - BELO HORIZONTE - MG;CENTRO;1968;567;100,1;100,1;P2;0,012865;AP;RESIDENCIAL;340000;ZHIP;17/11/2021
RUA ELI SEABRA FILHO 100 - APT 402- BLOCO 3 - BURITIS - 30575-740 - BELO HORIZONTE - MG;BURITIS;2015;34348,06;78,47;78,47;P4;0,001571;AP;RESIDENCIAL;500000;ZAR2;17/11/2021
RUA IRAI 500 - APT 101 - VILA PARIS - 30380-725 - BELO HORIZONTE - MG;VILA PARIS;1975;402;112,27;112,27;P3;0,1183;AP;RESIDENCIAL;263722,23;ZA;17/11/2021
RUA DOS BORGES 1050 - APT 303 BLOCO 4 - JARDIM VITORIA - 31975-270 - BELO HORIZONTE - MG;JARDIM VITORIA;2021;8304,94;53,35;53,35;P3;0,009983;AP;RESIDENCIAL;175521,5;ZAR2;17/11/2021
RUA ANTONIO ALVES 65 - APT 102 - DIAMANTE - 30660-065 - BELO HORIZONTE - MG;DIAMANTE;2018;1062,05;234,6;234,6;P4;0,07255;AP;RESIDENCIAL;519999,94;ZAP;17/11/2021
