Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
RUA ANTONIO ALVES 300 - APT 103 BLOCO 4 - DIAMANTE - 30660-065 - BELO HORIZONTE - MG;DIAMANTE;2.021;22.670,77;54;54;P4;0;AP;RESIDENCIAL;200.853;ZAR2;15/10/2021
RUA QUATRO MIL DUZENTOS E VINTE E DOIS 20 - APT 306 BLOCO 2 - MANTIQUEIRA - 31660-093 - BELO HORIZONTE - MG;MANTIQUEIRA;2.019;11.740,10;54,67;54,67;P3;0;AP;RESIDENCIAL;208.000;ZAR2;15/10/2021
RUA CONCEICAO APARECIDA AUGSTEN 280 - BLOCO 3 APT 201 - CASTELO - 30840-400 - BELO HORIZONTE - MG;CASTELO;2.004;2.370,20;63,53;63,53;P3;0,02;AP;RESIDENCIAL;236.588,55;ZAR2;15/10/2021
RUA ANA DIAS DUARTE 140 - APT 1007 BLOCO 1 - JARDIM GUANABARA - 31742-273 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.021;15.015;61,01;61,01;P3;0;AP;RESIDENCIAL;240.000;ZAR2;15/10/2021
RUA ANA DIAS DUARTE 140 - APT 1108 BLOCO 1 - JARDIM GUANABARA - 31742-273 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.021;15.015;61,01;61,01;P3;0;AP;RESIDENCIAL;240.000;ZAR2;15/10/2021
RUA ANA DIAS DUARTE 140 - APT 1302 BLOCO 1 - JARDIM GUANABARA - 31742-273 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.021;15.015;61,01;61,01;P3;0;AP;RESIDENCIAL;240.000;ZAR2;15/10/2021
RUA ESTRADA DE FERRO 194 - ACAIACA - 31990-385 - BELO HORIZONTE - MG;ACAIACA;1.985;525;192,57;221,57;P2;1;CA;RESIDENCIAL;315.879,92;ZAR2;15/10/2021
AVE PROFESSOR MARIO WERNECK 2013 - APT 302 - BURITIS - 30575-180 - BELO HORIZONTE - MG;BURITIS;1.993;510;144,31;144,31;P3;0,05;AP;RESIDENCIAL;391.715,06;ZAR2;15/10/2021
RUA RUBENS CAPORALI RIBEIRO 820 - APT 1002 - BURITIS - 30575-857 - BELO HORIZONTE - MG;BURITIS;2.013;3.141,54;155,59;155,59;P4;0,01;AP;RESIDENCIAL;540.000;ZAR2;15/10/2021
RUA CRISANDALIA 468 - CAICARA ADELAIDE - 30770-400 - BELO HORIZONTE - MG;CAICARA ADELAIDE;1.960;300;117,71;117,71;P2;1;CC;NAO RESIDENCIAL;563.542;ZAR2;15/10/2021
AVE PROFESSOR MARIO WERNECK 2368 - APT 502 - BURITIS - 30575-180 - BELO HORIZONTE - MG;BURITIS;2.004;900;203,87;203,87;P4;0,04;AP;RESIDENCIAL;620.000;ZAR2;15/10/2021
RUA MARCO AURELIO DE MIRANDA 187 - APT 402 - BURITIS - 30575-210 - BELO HORIZONTE - MG;BURITIS;2.008;728;197,72;197,72;P4;0,08;AP;RESIDENCIAL;695.601,62;ZAR2;15/10/2021
RUA CLEMENTINO VIANA DOTTI 162 - APT 605 - BURITIS - 30575-130 - BELO HORIZONTE - MG;BURITIS;2.013;6.537;168,08;168,08;P4;0,01;AP;RESIDENCIAL;730.000;ZAR2;15/10/2021
RUA TEREZA MOTA VALADARES 503 - APT 701 - BURITIS - 30575-160 - BELO HORIZONTE - MG;BURITIS;2.008;922;202,69;202,69;P4;0,07;AP;RESIDENCIAL;735.000;ZAR2;15/10/2021
RUA MATO GROSSO 355 - SALA 1201 - BARRO PRETO - 30190-918 - BELO HORIZONTE - MG;BARRO PRETO;1.982;600;33;33;P3;0;SL;NAO RESIDENCIAL;118.461,52;ZCBH;15/10/2021
RUA GONCALVES DIAS 2299 - APT 1304 - LOURDES - 30140-092 - BELO HORIZONTE - MG;LOURDES;1.983;1.200;58;58;P3;0,01;AP;RESIDENCIAL;350.000;ZCBH;15/10/2021
RUA PROFESSOR MORAES 72 - APT 1502 - SAVASSI - 30150-370 - BELO HORIZONTE - MG;SAVASSI;2.016;840;119,95;119,95;P4;0,02;AP;RESIDENCIAL;840.000;ZCBH;15/10/2021
RUA DOS OTONI 310 - APT 810 - SANTA EFIGENIA - 30150-270 - BELO HORIZONTE - MG;SANTA EFIGENIA;2.015;3.748,45;196,15;196,15;P4;0,01;AP;RESIDENCIAL;1.230.000;ZCBH;15/10/2021
AVE AFONSO PENA 2793 - FUNCIONARIOS - 30130-011 - BELO HORIZONTE - MG;FUNCIONARIOS;1.957;178;398;796;P2;1;LJ;NAO RESIDENCIAL;1.829.998,65;ZCBH;15/10/2021
AVE AFONSO PENA 952 - SALA 424 - CENTRO - 30130-906 - BELO HORIZONTE - MG;CENTRO;1.945;1.392;27,08;27,08;P3;0;SL;NAO RESIDENCIAL;72.921,02;ZHIP;15/10/2021
AVE AFONSO PENA 952 - SALA 426 - CENTRO - 30130-906 - BELO HORIZONTE - MG;CENTRO;1.945;1.392;27,08;27,08;P3;0;SL;NAO RESIDENCIAL;72.921,02;ZHIP;15/10/2021
RUA DOS GUAJAJARAS 37 - GARAGE MATRÍCULA 32386 - BOA VIAGEM - 30180-909 - BELO HORIZONTE - MG;BOA VIAGEM;1.965;1.924;23,42;23,42;P2;0;VR;RESIDENCIAL;73.035,27;ZHIP;15/10/2021
RUA DOS GUAJAJARAS 43 - GARAGE MATRÍCULA 32404 - BOA VIAGEM - 30180-103 - BELO HORIZONTE - MG;BOA VIAGEM;1.965;1.924;23,42;23,42;P2;0;VR;RESIDENCIAL;73.035,27;ZHIP;15/10/2021
AVE AFONSO PENA 952 - SALA 422 - CENTRO - 30130-906 - BELO HORIZONTE - MG;CENTRO;1.945;1.392;45;45;P3;0,01;SL;NAO RESIDENCIAL;121.176;ZHIP;15/10/2021
RUA CYPRIANO SOUZA COUTINHO 47 - APT 1002 - BELVEDERE - 30320-730 - BELO HORIZONTE - MG;BELVEDERE;2.019;3.168;333,34;333,34;P5;0,03;AP;RESIDENCIAL;2.289.120;ZP3;15/10/2021
RUA MARROCOS 811 - CASA 1 - JARDIM LEBLON - 31540-230 - BELO HORIZONTE - MG;JARDIM LEBLON;2.010;360;53,43;53,43;P2;0,2;CA;RESIDENCIAL;159.000;ZAR2;16/10/2021
RUA JUNDIAI 111 - APT 106 - CONCORDIA - 31110-770 - BELO HORIZONTE - MG;CONCORDIA;1.997;1.133;102,92;102,92;P2;0,04;AP;RESIDENCIAL;275.000;ZAR2;16/10/2021
RUA TRES RIOS 67 - PILAR - 30390-230 - BELO HORIZONTE - MG;PILAR;2.000;360;155;310;P3;1;CA;RESIDENCIAL;275.881,84;ZAR2;16/10/2021
RUA DOS ATOBAS 55 - APT 22 - ALIPIO DE MELO - 30830-650 - BELO HORIZONTE - MG;ALIPIO DE MELO;1.979;15.257;85,77;85,77;P3;0,01;AP;RESIDENCIAL;345.000;ZAR2;16/10/2021
RUA FRANCISCO FERNANDES DOS SANTOS 118 - APT 302 - BURITIS - 30575-290 - BELO HORIZONTE - MG;BURITIS;1.999;450;210,44;210,44;P3;0,22;AP;RESIDENCIAL;768.361,89;ZAR2;16/10/2021
RUA NASCIMENTO 260 - APT 701 BLOCO 1 - ARAGUAIA - 30620-390 - BELO HORIZONTE - MG;ARAGUAIA;2.017;1.052,16;139,07;139,07;P3;0,05;AP;RESIDENCIAL;425.000;ZAP;17/10/2021
RUA ZILAH RODRIGUES 176 - HAVAI - 30570-360 - BELO HORIZONTE - MG;HAVAI;2.016;360;343,13;396,96;P2;1;CA;RESIDENCIAL;564.382,30;ZAR2;17/10/2021
AVE DO CONTORNO 6283 - GARAGE 43 - SAO PEDRO - 30110-931 - BELO HORIZONTE - MG;SAO PEDRO;1.983;1.313;29;29;P2;0;VC;NAO RESIDENCIAL;49.999,97;ZA;18/10/2021
RUA VIAMAO 210 - APT 105 - PRADO - 30411-253 - BELO HORIZONTE - MG;PRADO;1.966;783;47,1;47,1;P2;0,04;AP;RESIDENCIAL;185.000;ZA;18/10/2021
RUA SILVEIRA 62 - BLOCO 1 APT 204 - FLORESTA - 31015-431 - BELO HORIZONTE - MG;FLORESTA;2.001;1.200;74,62;74,62;P3;0,03;AP;RESIDENCIAL;266.117,50;ZA;18/10/2021
RUA MONTE LIBANO 268 - BLOCO B APT 11 - PADRE EUSTAQUIO - 30730-450 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1.982;912;65;65;P3;0,07;CA;RESIDENCIAL;295.000;ZA;18/10/2021
RUA RAUL MENDES 166 - APT 302 - SANTA TEREZA - 31010-030 - BELO HORIZONTE - MG;SANTA TEREZA;1.996;456;82,59;82,59;P3;0,08;AP;RESIDENCIAL;340.000;ZA;18/10/2021
RUA ANDRE CAVALCANTI 164 - APT 806 - GUTIERREZ - 30441-014 - BELO HORIZONTE - MG;GUTIERREZ;2.018;1.303,50;77,98;77,98;P4;0,02;AP;RESIDENCIAL;410.000;ZA;18/10/2021
RUA ANDRE CAVALCANTI 164 - APT 806 - GUTIERREZ - 30441-014 - BELO HORIZONTE - MG;GUTIERREZ;2.018;1.303,50;77,98;77,98;P4;0,02;AP;RESIDENCIAL;426.000;ZA;18/10/2021
RUA CABO VERDE 378 - APT 12 - CRUZEIRO - 30310-260 - BELO HORIZONTE - MG;CRUZEIRO;1.981;375;123;123;P3;0,13;AP;RESIDENCIAL;426.000;ZA;18/10/2021
RUA CONSELHEIRO ROCHA 1749 - APT 104 - SANTA TEREZA - 31010-245 - BELO HORIZONTE - MG;SANTA TEREZA;2.015;913;140,55;140,55;P3;0,07;AP;RESIDENCIAL;505.000;ZA;18/10/2021
RUA GENERAL ANDRADE NEVES 189 - APT 302 - GUTIERREZ - 30441-011 - BELO HORIZONTE - MG;GUTIERREZ;2.021;390;135,59;135,59;P4;0,11;AP;RESIDENCIAL;535.580,50;ZA;18/10/2021
RUA PERDOES 427 - PADRE EUSTAQUIO - 30720-280 - BELO HORIZONTE - MG;PADRE EUSTAQUIO;1.943;390;264;528;P3;1;CA;RESIDENCIAL;576.516,68;ZA;18/10/2021
RUA PROFESSOR LINCOLN CONTINENTINO 310 - APT 601 - CIDADE NOVA - 31170-230 - BELO HORIZONTE - MG;CIDADE NOVA;1.981;720;200,32;200,32;P3;0,04;AP;RESIDENCIAL;580.000;ZA;18/10/2021
RUA RADIO 20 - APT 1603 BLOCO 02 - SERRA - 30240-210 - BELO HORIZONTE - MG;SERRA;2.012;6.608,77;125,89;125,89;P5;0,01;AP;RESIDENCIAL;580.000;ZA;18/10/2021
RUA SAGRES 65 - APT 502 - PRADO - 30411-241 - BELO HORIZONTE - MG;PRADO;2.021;720;114,01;114,01;P4;0,09;AP;RESIDENCIAL;580.000;ZA;18/10/2021
RUA FRANCISCO FEIO 70 - APT 1002 - GUTIERREZ - 30441-161 - BELO HORIZONTE - MG;GUTIERREZ;1.998;1.461,11;173,26;173,26;P4;0,04;AP;RESIDENCIAL;595.407,99;ZA;18/10/2021
RUA CRISTINA 673 - APT 602 - SAO PEDRO - 30330-130 - BELO HORIZONTE - MG;SAO PEDRO;2.017;450;131,67;131,67;P4;0,09;AP;RESIDENCIAL;600.000;ZA;18/10/2021
RUA GENERAL ANDRADE NEVES 189 - APT 301 - GUTIERREZ - 30441-011 - BELO HORIZONTE - MG;GUTIERREZ;2.021;390;138,65;138,65;P4;0,11;AP;RESIDENCIAL;700.000;ZA;18/10/2021
RUA ENGENHEIRO AMARO LANARI 160 - APT 601 - ANCHIETA - 30310-580 - BELO HORIZONTE - MG;ANCHIETA;2.016;396;148,93;148,93;P3;0,15;AP;RESIDENCIAL;717.406,47;ZA;18/10/2021
RUA DEPUTADO BERNARDINO DE SENA FIGUEIREDO 487 - APT 401 - CIDADE NOVA - 31170-210 - BELO HORIZONTE - MG;CIDADE NOVA;2.005;360;223,75;223,75;P4;0,17;AP;RESIDENCIAL;839.621,88;ZA;18/10/2021
RUA PASSA TEMPO 320 - APT 1300 - CARMO - 30310-760 - BELO HORIZONTE - MG;CARMO;1.988;1.335;351,75;351,75;P4;0,07;AP;RESIDENCIAL;1.347.730,13;ZA;18/10/2021
RUA TABELIAO FERREIRA DE CARVALHO 611 - APT 502 - CIDADE NOVA - 31170-180 - BELO HORIZONTE - MG;CIDADE NOVA;2.019;1.440;254,67;254,67;P5;0,04;AP;RESIDENCIAL;1.450.000;ZA;18/10/2021
RUA PIO PORTO DE MENEZES 115 - APT 903 - LUXEMBURGO - 30380-300 - BELO HORIZONTE - MG;LUXEMBURGO;1.979;5.000;387;387;P4;0,02;AP;RESIDENCIAL;1.450.000;ZA;18/10/2021
RUA ESTACIO DE SA 900 - APT 804 - GUTIERREZ - 30441-042 - BELO HORIZONTE - MG;GUTIERREZ;2.012;5.276,58;277,93;277,93;P5;0,01;AP;RESIDENCIAL;1.590.000;ZA;18/10/2021
RUA ODILON BRAGA 914 - APT 800 - ANCHIETA - 30310-386 - BELO HORIZONTE - MG;ANCHIETA;2.011;384;335,58;335,58;P4;0,22;AP;RESIDENCIAL;1.627.563;ZA;18/10/2021
RUA JOAQUIM LINHARES 207 - APT 702 - ANCHIETA - 30310-400 - BELO HORIZONTE - MG;ANCHIETA;2.019;2.580;334,64;334,64;P5;0,03;AP;RESIDENCIAL;1.940.912;ZA;18/10/2021
RUA ZENITA DE SOUZA 95 - BLOCO 4 APT 302 - DONA CLARA - 31260-060 - BELO HORIZONTE - MG;DONA CLARA;2.002;1.440;46,04;46,04;P2;0,02;AP;RESIDENCIAL;187.000;ZAP;18/10/2021
RUA NASCIMENTO 285 - BLOCO 3 APT 324 - ARAGUAIA - 30620-390 - BELO HORIZONTE - MG;ARAGUAIA;2.000;1.983,50;49,02;49,02;P2;0,02;AP;RESIDENCIAL;189.000;ZAP;18/10/2021
RUA DAS CANOAS 555 - APT 402 BLOCO 3 - ESTRELA DO ORIENTE - 30580-040 - BELO HORIZONTE - MG;ESTRELA DO ORIENTE;2.014;11.164,20;48,06;48,06;P3;0;AP;RESIDENCIAL;190.079,10;ZAP;18/10/2021
RUA ROSA ZANDONA 194 - APT 402 BLOCO 3 - VENDA NOVA - 31510-050 - BELO HORIZONTE - MG;VENDA NOVA;2.019;6.039,16;55,15;55,15;P3;0,01;AP;RESIDENCIAL;191.922;ZAP;18/10/2021
RUA ELY MURILO CLAUDIO 125 - BLOCO 2 APT 304 - PLANALTO - 31720-020 - BELO HORIZONTE - MG;PLANALTO;2.004;2.148,59;79,41;79,41;P3;0,02;AP;RESIDENCIAL;215.000;ZAP;18/10/2021
RUA ROSA ZANDONA 194 - APT 203 BLOCO 3 - VENDA NOVA - 31510-050 - BELO HORIZONTE - MG;VENDA NOVA;2.019;6.039,16;61,43;61,43;P3;0,01;AP;RESIDENCIAL;215.000;ZAP;18/10/2021
RUA ERICO VERISSIMO 32 - CASA 4 - SAO JOAO BATISTA - 31520-000 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2.010;360;51,96;51,96;P3;0,16;CA;RESIDENCIAL;219.999,88;ZAP;18/10/2021
RUA CORCOVADO 1048 - APT 302 - JARDIM AMERICA - 30421-415 - BELO HORIZONTE - MG;JARDIM AMERICA;1.979;400;85,43;85,43;P2;0,11;AP;RESIDENCIAL;223.561,77;ZAP;18/10/2021
RUA HERCULANO PENA 1021 - BLOCO B APT 108 - NOVA SUISSA - 30550-012 - BELO HORIZONTE - MG;NOVA SUISSA;1.973;2.520;76;76;P2;0,02;AP;RESIDENCIAL;227.028,76;ZAP;18/10/2021
RUA CANANEIA 450 - APT 101A - CAICARA ADELAIDE - 30770-120 - BELO HORIZONTE - MG;CAICARA ADELAIDE;1.991;874;70,67;70,67;P3;0,05;AP;RESIDENCIAL;237.000;ZAP;18/10/2021
RUA IMBARE 56 - APT 202 - GUARANI - 31840-190 - BELO HORIZONTE - MG;GUARANI;2.012;753,75;71,43;71,43;P3;0,04;AP;RESIDENCIAL;245.405,07;ZAP;18/10/2021
RUA SANTA MARTA 432 - BLOCO 2 APT 401 - SAGRADA FAMILIA - 31030-090 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2.000;2.105,40;65,62;65,62;P3;0,02;AP;RESIDENCIAL;251.504,31;ZAP;18/10/2021
RUA SAO MATEUS 16 - APT 304 - SAGRADA FAMILIA - 31035-330 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2.009;800;83,62;83,62;P3;0,04;AP;RESIDENCIAL;288.087,62;ZAP;18/10/2021
RUA JACUTINGA 783 - APT 101 - MINAS BRASIL - 30730-402 - BELO HORIZONTE - MG;MINAS BRASIL;1.985;510;134;134;P3;0,07;AP;RESIDENCIAL;312.434,40;ZAP;18/10/2021
AVE GENERAL CARLOS GUEDES 149 - APT 204 - PLANALTO - 31720-500 - BELO HORIZONTE - MG;PLANALTO;2.016;780;93,69;93,69;P3;0,06;AP;RESIDENCIAL;326.041,20;ZAP;18/10/2021
RUA LINDOLFO DE AZEVEDO 2611 - APT 103 - JARDIM AMERICA - 30421-480 - BELO HORIZONTE - MG;JARDIM AMERICA;2.016;621,93;133,82;133,82;P3;0,07;AP;RESIDENCIAL;333.589,59;ZAP;18/10/2021
RUA ROBERTO BARBOSA MARQUES 20 - PENHA - 31920-340 - BELO HORIZONTE - MG;PENHA;1.967;300;123,88;147,76;P2;1;BA;RESIDENCIAL;340.319,20;ZAP;18/10/2021
RUA MAGI SALOMON 797 - APT 403 - SALGADO FILHO - 30550-190 - BELO HORIZONTE - MG;SALGADO FILHO;2.021;461,35;103,67;103,67;P3;0,06;AP;RESIDENCIAL;341.074,30;ZAP;18/10/2021
RUA MAGI SALOMON 797 - APT 202 - SALGADO FILHO - 30550-190 - BELO HORIZONTE - MG;SALGADO FILHO;2.021;461,35;103,67;103,67;P3;0,06;AP;RESIDENCIAL;341.074,30;ZAP;18/10/2021
RUA ARAUJO VIANA 41 - APT 1004 - SALGADO FILHO - 30550-100 - BELO HORIZONTE - MG;SALGADO FILHO;2.014;1.323,12;115,27;115,27;P4;0,02;AP;RESIDENCIAL;350.000;ZAP;18/10/2021
RUA NISIO BATISTA DE OLIVEIRA 51 - APT 401 - NOVO SAO LUCAS - 30240-510 - BELO HORIZONTE - MG;NOVO SAO LUCAS;1.980;801;111,78;111,78;P3;0,04;AP;RESIDENCIAL;350.000;ZAP;18/10/2021
AVE ALPHONSUS DE GUIMARAES 265 - APT 302 - POMPEIA - 30270-020 - BELO HORIZONTE - MG;POMPEIA;2.021;725,75;108,18;108,18;P3;0,05;AP;RESIDENCIAL;355.912,20;ZAP;18/10/2021
RUA HELENA MESQUITA 225 - APT 302 - NOVA SUISSA - 30421-115 - BELO HORIZONTE - MG;NOVA SUISSA;2.007;612,5;109,11;109,11;P3;0,06;AP;RESIDENCIAL;364.514,69;ZAP;18/10/2021
RUA MAESTRO GEORGE MARINUZZI 59 - BLOCO 7 APT 203 - MANACAS - 30840-620 - BELO HORIZONTE - MG;MANACAS;1.999;7.376;90,04;90,04;P3;0,01;AP;RESIDENCIAL;374.984,37;ZAP;18/10/2021
RUA TENENTE GERALDO BARBOSA 20 - APT 102 - MANACAS - 30840-680 - BELO HORIZONTE - MG;MANACAS;2.013;364,5;116,52;116,52;P3;0,12;AP;RESIDENCIAL;383.350,80;ZAP;18/10/2021
RUA JOAO CAETANO 160 - APT 203 - NOVA SUISSA - 30421-270 - BELO HORIZONTE - MG;NOVA SUISSA;1.992;720;113,54;113,54;P3;0,08;AP;RESIDENCIAL;390.000;ZAP;18/10/2021
RUA PROFESSOR COELHO JUNIOR 22 - APT 102 - PLANALTO - 31720-160 - BELO HORIZONTE - MG;PLANALTO;2.008;720;124,11;124,11;P3;0,06;AP;RESIDENCIAL;400.000;ZAP;18/10/2021
RUA BEIJA FLOR 224 - CASA 4 - VILA CLORIS - 31720-226 - BELO HORIZONTE - MG;VILA CLORIS;2.005;403,2;85,3;85,3;P2;0,24;CA;RESIDENCIAL;443.000;ZAP;18/10/2021
RUA SEBASTIAO POSSADA BRAVO 271 - APT 304 - SANTA ROSA - 31255-760 - BELO HORIZONTE - MG;SANTA ROSA;2.018;720;117,36;117,36;P4;0,04;AP;RESIDENCIAL;465.000;ZAP;18/10/2021
RUA TENENTE HELIM 375 - APT 201 - SANTA CRUZ - 31150-390 - BELO HORIZONTE - MG;SANTA CRUZ;2.016;448,42;200,12;200,12;P3;0,13;AP;RESIDENCIAL;487.492,32;ZAP;18/10/2021
RUA DONA QUERIDINHA 326 - APT 402 - ITAPOA - 31710-180 - BELO HORIZONTE - MG;ITAPOA;2.013;720;142,37;142,37;P3;0,05;AP;RESIDENCIAL;510.000;ZAP;18/10/2021
RUA MARACAJU 240 - APT 501 - NOVA GRANADA - 30431-350 - BELO HORIZONTE - MG;NOVA GRANADA;2.010;768;147,98;147,98;P3;0,07;AP;RESIDENCIAL;534.325,05;ZAP;18/10/2021
RUA DA GAMELEIRA 36 - APT 401 - SANTA MONICA - 31565-240 - BELO HORIZONTE - MG;SANTA MONICA;2.012;462;149,39;149,39;P3;0,19;AP;RESIDENCIAL;540.000;ZAP;18/10/2021
RUA DELFIM 45 - MIRAMAR - 30642-560 - BELO HORIZONTE - MG;MIRAMAR;1.965;360;210,14;520,56;P3;1;BA;RESIDENCIAL;550.000;ZAP;18/10/2021
AVE IVAI 503 - DOM BOSCO - 30850-000 - BELO HORIZONTE - MG;DOM BOSCO;2.002;402,5;285;894;P3;1;CA;RESIDENCIAL;563.059,65;ZAP;18/10/2021
RUA MARAMBAIA 687 - APT 701 BLOCO 1 - CAICARAS - 30770-100 - BELO HORIZONTE - MG;CAICARAS;2.016;4.881,60;154,82;154,82;P4;0,01;AP;RESIDENCIAL;680.000;ZAP;18/10/2021
RUA SATELITE 72 - CAICARA ADELAIDE - 30770-380 - BELO HORIZONTE - MG;CAICARA ADELAIDE;1.986;300;195;195;P3;1;CA;RESIDENCIAL;700.000;ZAP;18/10/2021
RUA AMILCAR CABRAL 704 - ARAGUAIA - 30620-250 - BELO HORIZONTE - MG;ARAGUAIA;1.995;366;387;387;P2;1;GP;NAO RESIDENCIAL;830.000;ZAP;18/10/2021
RUA HELIANTO 239 - APT 804 - NOVA SUISSA - 30421-194 - BELO HORIZONTE - MG;NOVA SUISSA;2.021;528;190,81;190,81;P4;0,05;AP;RESIDENCIAL;865.000;ZAP;18/10/2021
RUA BACUPA 361 - APT 201 - JARAGUA - 31270-360 - BELO HORIZONTE - MG;JARAGUA;2.021;366;226,5;226,5;P4;0,17;AP;RESIDENCIAL;894.675;ZAP;18/10/2021
RUA MANOEL SABINO NOGUEIRA 246 - APT 200 - MARIA VIRGINIA - 31160-620 - BELO HORIZONTE - MG;MARIA VIRGINIA;2.008;376;274,01;274,01;P4;0,22;AP;RESIDENCIAL;958.651,39;ZAP;18/10/2021
RUA CORONEL EMILIO MARTINS 233 - SANTA AMELIA - 31560-250 - BELO HORIZONTE - MG;SANTA AMELIA;1.979;1.278;654,55;654,55;P5;1;CA;RESIDENCIAL;2.816.926,65;ZAP;18/10/2021
RUA SAO FELIX 39 - PLANALTO - 31730-728 - BELO HORIZONTE - MG;PLANALTO;2.007;300;33;33;P3;0,18;CC;NAO RESIDENCIAL;100.000;ZAR2;18/10/2021
RUA AUGUSTO FERREIRA DOS SANTOS 350 - APT 102 BLOCO 5 - SERRA VERDE - 31630-120 - BELO HORIZONTE - MG;SERRA VERDE;2.007;4.090,78;50,17;50,17;P2;0,01;AP;RESIDENCIAL;143.837,39;ZAR2;18/10/2021
RUA CANDIDO DE SOUZA 1570 - APT 201 BLOCO 5 - NOVA GAMELEIRA - 30510-070 - BELO HORIZONTE - MG;NOVA GAMELEIRA;2.005;3.858;53,53;53,53;P2;0,01;AP;RESIDENCIAL;160.000;ZAR2;18/10/2021
RUA SAO SEBASTIAO DO MARANHAO 505 - CASA 3 - JARDIM LEBLON - 31540-200 - BELO HORIZONTE - MG;JARDIM LEBLON;2.011;360;51,4;102,8;P3;0,16;CA;RESIDENCIAL;175.000;ZAR2;18/10/2021
RUA ALVA 200 - APT 301 BLOCO 7 - JULIANA - 31744-560 - BELO HORIZONTE - MG;JULIANA;2.020;11.857,15;65,81;65,81;P4;0;AP;RESIDENCIAL;176.400,01;ZAR2;18/10/2021
RUA JOSE GOMES DOMINGUES 200 - BLOCO 1 APT 101 - JAQUELINE - 31748-075 - BELO HORIZONTE - MG;JAQUELINE;1.996;15.095;65,79;65,79;P3;0;AP;RESIDENCIAL;177.488,26;ZAR2;18/10/2021
RUA ALVA 200 - APT 301 BLOCO 5 - JULIANA - 31744-560 - BELO HORIZONTE - MG;JULIANA;2.020;11.857,15;65,81;65,81;P4;0;AP;RESIDENCIAL;181.990;ZAR2;18/10/2021
RUA PEDRA LAVRADA 165 - APT 306 BLOCO TORRE 1 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2.021;10.401,77;56,62;56,62;P4;0;AP;RESIDENCIAL;202.133,40;ZAR2;18/10/2021
RUA PEDRA LAVRADA 165 - APT 903 BLOCO TORRE 2 - SAO GABRIEL - 31980-460 - BELO HORIZONTE - MG;SAO GABRIEL;2.021;10.401,77;56,62;56,62;P4;0;AP;RESIDENCIAL;203.600;ZAR2;18/10/2021
RUA MARROM - VITORIA - 31970-735 - BELO HORIZONTE - MG;VITORIA;0;205,4;0;0;TE;1;LV;TERRITORIAL;210.000;ZAR2;18/10/2021
RUA PASCHOAL COSTA 181 - APT 303 BLOCO 1 - PAQUETA - 30810-620 - BELO HORIZONTE - MG;PAQUETA;2.013;3.480;52,04;52,04;P3;0,01;AP;RESIDENCIAL;212.000;ZAR2;18/10/2021
RUA CASTELO DE ABRANTES 421 - APT 302 - CASTELO - 31330-020 - BELO HORIZONTE - MG;CASTELO;2.015;840;49,51;49,51;P3;0,05;AP;RESIDENCIAL;220.000;ZAR2;18/10/2021
RUA CAVIANA 348 - JARDINOPOLIS - 30510-510 - BELO HORIZONTE - MG;JARDINOPOLIS;0;300;0;0;TE;1;LV;TERRITORIAL;222.750;ZAR2;18/10/2021
RUA SILVIO MENICUCCI 39 - BLOCO 2 APT 401 - BURITIS - 30575-843 - BELO HORIZONTE - MG;BURITIS;2.003;3.624,20;63,65;63,65;P3;0,02;AP;RESIDENCIAL;244.999,83;ZAR2;18/10/2021
RUA ROSA NAMEN LOPES 13 - VALE DO JATOBA - 30664-330 - BELO HORIZONTE - MG;VALE DO JATOBA;1.968;160;165,93;165,93;P3;1;CA;RESIDENCIAL;245.000;ZAR2;18/10/2021
RUA MAXIMO DE MAGALHAES ALKIMIN 94 - CASA 04 - JAQUELINE - 31748-133 - BELO HORIZONTE - MG;JAQUELINE;2.019;360;90,5;90,5;P3;0,25;CA;RESIDENCIAL;250.000;ZAR2;18/10/2021
RUA MARIO RENNO GOMES 87 - BLOCO 3 APT 1 - JARDIM GUANABARA - 31742-159 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.001;10.199;74,43;74,43;P2;0;AP;RESIDENCIAL;250.000;ZAR2;18/10/2021
RUA DOUTOR FRANCISCO SILVEIRA 131 - APT 104 - PETROPOLIS - 30666-475 - BELO HORIZONTE - MG;PETROPOLIS;2.011;1.044;74,47;74,47;P3;0,07;AP;RESIDENCIAL;265.858,53;ZAR2;18/10/2021
RUA ENGENHO DE DENTRO 575 - APT 401 - ALTO CAICARAS - 30775-480 - BELO HORIZONTE - MG;ALTO CAICARAS;1.982;720;116;116;P3;0,04;AP;RESIDENCIAL;280.000;ZAR2;18/10/2021
