Endereco Completo;Bairro;Ano de Construcao (Unidade);Area Terreno Total;Area Construida Adquirida;Area Adquirida (Unidades Somadas);Padrao Acabamento (Unidade);Fracao Ideal Adquirida;Tipo Construtivo Preponderante;Descrição Tipo Ocupacao (Unidade);Valor Base Calculo;Zona Uso ITBI;Data Inclusao Transacao
RUA OSORIO DE MORAIS 165 - APT 304 - OURO PRETO - 31320-110 - BELO HORIZONTE - MG;OURO PRETO;2.017;1.344;120,94;120,94;P3;0,04;AP;RESIDENCIAL;280.349,95;ZAR2;18/10/2021
AVE RAJA GABAGLIA 2000 - SALA 825 PAVMTO 8° BLOCO 2 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2.016;24.330,10;66,45;66,45;P5;0;SL;NAO RESIDENCIAL;280.385,78;ZAR2;18/10/2021
AVE RAJA GABAGLIA 2000 - SALA 609 PAVMTO 6º BLOCO 2 - ALPES - 30494-170 - BELO HORIZONTE - MG;ALPES;2.016;24.330,10;67,19;67,19;P5;0;SL;NAO RESIDENCIAL;283.508,21;ZAR2;18/10/2021
RUA ARISTOTELES RIBEIRO VASCONCELOS 232 - APT 201 - SANTA ROSA - 31255-650 - BELO HORIZONTE - MG;SANTA ROSA;2.001;360;101,83;101,83;P3;0,16;AP;RESIDENCIAL;311.844,19;ZAR2;18/10/2021
RUA CORDELINA SILVEIRA MATOS 11 - APT 504 - ESTORIL - 30494-010 - BELO HORIZONTE - MG;ESTORIL;2.000;764,29;112,04;112,04;P3;0,03;AP;RESIDENCIAL;320.000;ZAR2;18/10/2021
RUA GUSTAVO LADEIRA 11 - APT 301 BLOCO TORRE 5 - PAQUETA - 31330-572 - BELO HORIZONTE - MG;PAQUETA;2.013;41.420,65;88,41;88,41;P4;0;AP;RESIDENCIAL;320.000;ZAR2;18/10/2021
RUA SILVIO DE MATOS 108 - CAMARGOS - 30520-370 - BELO HORIZONTE - MG;CAMARGOS;1.973;360;93,71;93,71;P2;1;BA;RESIDENCIAL;333.642,76;ZAR2;18/10/2021
RUA SAO FELIX 39 - PLANALTO - 31730-728 - BELO HORIZONTE - MG;PLANALTO;2.007;300;146;146;P3;0,82;CA;RESIDENCIAL;350.000;ZAR2;18/10/2021
RUA PROFESSOR MIGUEL DE SOUZA 305 - APT 101 - BURITIS - 30575-255 - BELO HORIZONTE - MG;BURITIS;1.994;450;131,78;131,78;P3;0,17;AP;RESIDENCIAL;375.000;ZAR2;18/10/2021
RUA IMBIACA 675 - DOM CABRAL - 30535-100 - BELO HORIZONTE - MG;DOM CABRAL;1.996;200;150;256;P2;1;CA;RESIDENCIAL;376.000;ZAR2;18/10/2021
AVE ALTAMIRO AVELINO SOARES 210 - APT 404 - CASTELO - 31330-000 - BELO HORIZONTE - MG;CASTELO;2.003;840;110,57;110,57;P3;0,07;AP;RESIDENCIAL;377.000;ZAR2;18/10/2021
RUA SENA MADUREIRA 566 - APT 201 - OURO PRETO - 31340-000 - BELO HORIZONTE - MG;OURO PRETO;2.014;1.387,61;131,19;131,19;P3;0,02;AP;RESIDENCIAL;415.000;ZAR2;18/10/2021
RUA ELI SEABRA FILHO 100 - APT 706 BLOCO 2 - BURITIS - 30575-740 - BELO HORIZONTE - MG;BURITIS;2.015;34.348,06;76,1;76,1;P4;0;AP;RESIDENCIAL;445.000;ZAR2;18/10/2021
RUA CECILIA FONSECA COUTINHO 280 - APT 102 - CASTELO - 30840-500 - BELO HORIZONTE - MG;CASTELO;2.007;436,6;93,74;93,74;P3;0,08;AP;RESIDENCIAL;460.000;ZAR2;18/10/2021
RUA PROFESSORA BARTIRA MOURAO 331 - APT 201 BLOCO 2 - BURITIS - 30492-025 - BELO HORIZONTE - MG;BURITIS;2.009;3.600;126,84;126,84;P4;0,01;AP;RESIDENCIAL;465.000;ZAR2;18/10/2021
RUA MADRE BEATRIZ 18 - PLANALTO - 31730-764 - BELO HORIZONTE - MG;PLANALTO;1.999;375;268,74;268,74;P2;1;GP;NAO RESIDENCIAL;480.000;ZAR2;18/10/2021
RUA DEPUTADO SALIM NACUR 173 - APT 402 BLOCO 02 - SANTA AMELIA - 31555-190 - BELO HORIZONTE - MG;SANTA AMELIA;2.016;19.969,62;94,61;94,61;P4;0;AP;RESIDENCIAL;490.000;ZAR2;18/10/2021
RUA PEDRO NATALICIO DE MORAIS 275 - APT 802 - BURITIS - 30575-275 - BELO HORIZONTE - MG;BURITIS;2.001;1.944;125,13;125,13;P4;0,02;AP;RESIDENCIAL;500.000;ZAR2;18/10/2021
AVE AGGEO PIO SOBRINHO 201 - APT 903 BLOCO 2 - BURITIS - 30575-834 - BELO HORIZONTE - MG;BURITIS;2.018;2.953,19;164,29;164,29;P4;0,02;AP;RESIDENCIAL;509.999,78;ZAR2;18/10/2021
RUA PEDRO NATALICIO DE MORAIS 275 - APT 703 - BURITIS - 30575-275 - BELO HORIZONTE - MG;BURITIS;2.001;1.944;125,13;125,13;P4;0,02;AP;RESIDENCIAL;520.000;ZAR2;18/10/2021
RUA CASTELO DE WINDSOR 199 - APT 402 - CASTELO - 31330-180 - BELO HORIZONTE - MG;CASTELO;2.015;420;116,55;116,55;P4;0,09;AP;RESIDENCIAL;530.000;ZAR2;18/10/2021
RUA ELI SEABRA FILHO 100 - APT 1604 BLOCO 2 - BURITIS - 30575-740 - BELO HORIZONTE - MG;BURITIS;2.015;34.348,06;76,1;76,1;P4;0;AP;RESIDENCIAL;580.000;ZAR2;18/10/2021
RUA DOUTOR NATALINO TRIGINELLI - JARDIM ATLANTICO - 31710-420 - BELO HORIZONTE - MG;JARDIM ATLANTICO;0;600;0;0;TE;1;LV;TERRITORIAL;594.000;ZAR2;18/10/2021
AVE DEPUTADO CRISTOVAM CHIARADIA 837 - APT 501 BLOCO 2 - BURITIS - 30575-815 - BELO HORIZONTE - MG;BURITIS;2.016;3.600;154,43;154,43;P3;0,02;AP;RESIDENCIAL;640.000;ZAR2;18/10/2021
RUA FIDELIS MARTINS 249 - APT 402 - BURITIS - 30575-090 - BELO HORIZONTE - MG;BURITIS;2.010;1.004;194,84;194,84;P4;0,06;AP;RESIDENCIAL;672.500;ZAR2;18/10/2021
RUA ENGENHEIRO ALUISIO ROCHA 90 - APT 701 - BURITIS - 30575-260 - BELO HORIZONTE - MG;BURITIS;2.005;820;160,73;160,73;P4;0,06;AP;RESIDENCIAL;714.000;ZAR2;18/10/2021
AVE DEPUTADO CRISTOVAM CHIARADIA 200 - APT 901 BLOCO 1 - BURITIS - 30575-815 - BELO HORIZONTE - MG;BURITIS;2.011;8.643,80;135,56;135,56;P4;0,01;AP;RESIDENCIAL;750.000;ZAR2;18/10/2021
RUA JOSE MENDES DE CARVALHO 102 - APT 401 - CASTELO - 30840-350 - BELO HORIZONTE - MG;CASTELO;2.006;549;231,68;231,68;P3;0,14;AP;RESIDENCIAL;780.000;ZAR2;18/10/2021
RUA PROFESSORA BARTIRA MOURAO 451 - APT 501 - BURITIS - 30492-025 - BELO HORIZONTE - MG;BURITIS;1.998;900;202,83;202,83;P4;0,08;AP;RESIDENCIAL;840.000;ZAR2;18/10/2021
RUA JOSE HEMETERIO ANDRADE 631 - APT 702 - BURITIS - 30493-180 - BELO HORIZONTE - MG;BURITIS;2.006;900;366,46;366,46;P4;0,1;AP;RESIDENCIAL;1.450.000;ZAR2;18/10/2021
RUA TENENTE BRITO MELO 496 - GARAGE 75 77 2 PAVMTO - BARRO PRETO - 30180-072 - BELO HORIZONTE - MG;BARRO PRETO;2.008;1.200;18,19;18,19;P4;0;VR;RESIDENCIAL;62.997,57;ZCBH;18/10/2021
RUA MATO GROSSO 355 - SALA 1202 - BARRO PRETO - 30190-918 - BELO HORIZONTE - MG;BARRO PRETO;1.982;600;32;32;P3;0;SL;NAO RESIDENCIAL;114.871,78;ZCBH;18/10/2021
RUA ANTONIO DE ALBUQUERQUE 894 - APT 504 - SAVASSI - 30112-011 - BELO HORIZONTE - MG;SAVASSI;2.018;3.130,25;75,54;75,54;P5;0;AP;RESIDENCIAL;497.364,83;ZCBH;18/10/2021
RUA SAO PAULO 1931 - APT 1002 - LOURDES - 30170-135 - BELO HORIZONTE - MG;LOURDES;1.984;1.200;97;97;P3;0,02;AP;RESIDENCIAL;550.696,16;ZCBH;18/10/2021
RUA ALAGOAS 1182 - APT 901 - SAVASSI - 30130-168 - BELO HORIZONTE - MG;SAVASSI;2.021;432;104,45;104,45;P3;0,04;AP;RESIDENCIAL;572.386;ZCBH;18/10/2021
RUA TENENTE BRITO MELO 496 - APT 1504 - BARRO PRETO - 30180-072 - BELO HORIZONTE - MG;BARRO PRETO;2.008;1.200;123,27;123,27;P4;0,01;AP;RESIDENCIAL;673.000;ZCBH;18/10/2021
RUA PADRE MARINHO 318 - APT 1705 - SANTA EFIGENIA - 30140-040 - BELO HORIZONTE - MG;SANTA EFIGENIA;2.020;2.223,75;140,47;226,92;P4;0,01;AP;RESIDENCIAL;935.000;ZCBH;18/10/2021
RUA ARAGUARI 912 - SANTO AGOSTINHO - 30190-111 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1.946;206;207;207;P3;1;LJ;NAO RESIDENCIAL;1.671.770;ZCBH;18/10/2021
RUA BERNARDO GUIMARAES 310 - APT 2501 BLOCO 2 - FUNCIONARIOS - 30140-080 - BELO HORIZONTE - MG;FUNCIONARIOS;2.012;3.752;331,06;331,06;P5;0,01;AP;RESIDENCIAL;3.000.000;ZCBH;18/10/2021
RUA DOUTOR ALVARO CAMARGOS 230 - BLOCO 8 APT 102 - SAO JOAO BATISTA - 31515-200 - BELO HORIZONTE - MG;SAO JOAO BATISTA;2.005;4.122,56;56,61;56,61;P3;0,01;AP;RESIDENCIAL;158.972,44;ZCVN;18/10/2021
AVE WARLEY APARECIDO MARTINS 566 - CASA 209 - SOLAR DO BARREIRO - 30670-370 - BELO HORIZONTE - MG;SOLAR DO BARREIRO;2.008;57.625,52;41,45;41,45;P3;0;CA;RESIDENCIAL;110.000;ZE;18/10/2021
PCA ELLEN GOULD WHITE 43 - APT 305 BLOCO 4 - SOLAR DO BARREIRO - 30671-005 - BELO HORIZONTE - MG;SOLAR DO BARREIRO;2.009;14.977,87;47;47;P2;0;AP;RESIDENCIAL;134.495,20;ZE;18/10/2021
RUA AGOSTINHO BRETAS 8 - APT 501 BLOCO TORRE 3 - CAICARAS - 30775-520 - BELO HORIZONTE - MG;CAICARAS;2.016;19.040,03;109,99;109,99;P5;0;AP;RESIDENCIAL;510.000;ZE;18/10/2021
RUA AGOSTINHO BRETAS 8 - APT 902 BLOCO TORRE 2 - CAICARAS - 30775-520 - BELO HORIZONTE - MG;CAICARAS;2.016;19.040,03;146,77;146,77;P5;0;AP;RESIDENCIAL;691.200;ZE;18/10/2021
RUA ESPIRITO SANTO 466 - SALA 512 - CENTRO - 30160-916 - BELO HORIZONTE - MG;CENTRO;1.967;584;39,48;39,48;P4;0;SL;NAO RESIDENCIAL;64.753,52;ZHIP;18/10/2021
RUA DOS TIMBIRAS 2500 - BLOCO A APT 1618 - SANTO AGOSTINHO - 30140-903 - BELO HORIZONTE - MG;SANTO AGOSTINHO;1.971;15.968;59,04;59,04;P3;0;AP;RESIDENCIAL;123.275,53;ZHIP;18/10/2021
RUA DESEMBARGADOR ASSIS ROCHA - BELVEDERE - 30320-250 - BELO HORIZONTE - MG;BELVEDERE;0;420;0;0;TE;1;LV;TERRITORIAL;693.000;ZP2;18/10/2021
RUA DESEMBARGADOR JORGE FONTANA 214 - APT 603 - BELVEDERE - 30320-670 - BELO HORIZONTE - MG;BELVEDERE;2.000;2.112;116,41;116,41;P4;0,01;AP;RESIDENCIAL;600.000;ZP3;18/10/2021
RUA VICENTE GUIMARAES 141 - APT 402 - BELVEDERE - 30320-640 - BELO HORIZONTE - MG;BELVEDERE;2.005;3.752;363,22;363,22;P5;0,04;AP;RESIDENCIAL;2.491.689,20;ZP3;18/10/2021
RUA PATROCINIO 127 - BLOCO 2 APT 202 - CARLOS PRATES - 30710-140 - BELO HORIZONTE - MG;CARLOS PRATES;2.001;1.286,42;59,06;59,06;P3;0,02;AP;RESIDENCIAL;206.275,65;ZA;19/10/2021
RUA MARECHAL HERMES 710 - APT 301 - GUTIERREZ - 30441-110 - BELO HORIZONTE - MG;GUTIERREZ;1.966;405;112,66;112,66;P2;0,13;AP;RESIDENCIAL;380.000;ZA;19/10/2021
RUA MARTIM FRANCISCO 334 - APT 501 - GUTIERREZ - 30441-127 - BELO HORIZONTE - MG;GUTIERREZ;1.982;1.032;118;118;P3;0,03;AP;RESIDENCIAL;440.000;ZA;19/10/2021
RUA DA PATAGONIA 116 - APT 101 - SION - 30320-080 - BELO HORIZONTE - MG;SION;1.996;777,75;150,96;150,96;P4;0,04;AP;RESIDENCIAL;506.848,20;ZA;19/10/2021
RUA DONATO DA FONSECA 758 - APT 601 - CORACAO DE JESUS - 30380-260 - BELO HORIZONTE - MG;CORACAO DE JESUS;2.010;884;124,98;124,98;P4;0,04;AP;RESIDENCIAL;510.000;ZA;19/10/2021
RUA ORENOCO 58 - APT 202 - CARMO - 30310-060 - BELO HORIZONTE - MG;CARMO;2.021;300;98,99;98,99;P3;0,11;AP;RESIDENCIAL;533.892,67;ZA;19/10/2021
RUA DONA CECILIA 139 - APT 502 - SERRA - 30220-070 - BELO HORIZONTE - MG;SERRA;2.020;609,52;121,64;121,64;P3;0,07;AP;RESIDENCIAL;570.000;ZA;19/10/2021
RUA ENGENHEIRO CAETANO LOPES 300 - APT 101 - SION - 30315-350 - BELO HORIZONTE - MG;SION;1.997;479;141,13;141,13;P3;0,08;AP;RESIDENCIAL;570.000;ZA;19/10/2021
AVE JOSE CANDIDO DA SILVEIRA 311 - APT 103 - CIDADE NOVA - 31170-193 - BELO HORIZONTE - MG;CIDADE NOVA;1.982;756;141,1;141,1;P2;0,06;AP;RESIDENCIAL;603.700;ZA;19/10/2021
RUA VENEZUELA 540 - APT 302 - SION - 30315-250 - BELO HORIZONTE - MG;SION;1.993;720;165,78;165,78;P4;0,05;AP;RESIDENCIAL;675.387,72;ZA;19/10/2021
RUA PRATA 55 - APT 502 - CRUZEIRO - 30310-100 - BELO HORIZONTE - MG;CRUZEIRO;2.021;432;113,5;113,5;P4;0,08;AP;RESIDENCIAL;715.000;ZA;19/10/2021
RUA CANAA 444 - BARROCA - 30431-096 - BELO HORIZONTE - MG;BARROCA;1.972;300;194;388;P3;1;CA;RESIDENCIAL;717.537;ZA;19/10/2021
RUA BARAO DE MACAUBAS 337 - APT 602 - SANTO ANTONIO - 30350-090 - BELO HORIZONTE - MG;SANTO ANTONIO;2.020;600;127,09;127,09;P5;0,06;AP;RESIDENCIAL;737.122;ZA;19/10/2021
RUA HERVAL 465 - APT 301 - SERRA - 30240-010 - BELO HORIZONTE - MG;SERRA;2.001;860;198,88;397,76;P4;0,05;AP;RESIDENCIAL;840.000;ZA;19/10/2021
AVE PRUDENTE DE MORAIS 1965 - APT 1005 - SANTO ANTONIO - 30350-213 - BELO HORIZONTE - MG;SANTO ANTONIO;1.978;3.282,25;197,25;197,25;P4;0,01;AP;RESIDENCIAL;940.000;ZA;19/10/2021
RUA ASSUNCAO 99 - APT 900 - SION - 30320-020 - BELO HORIZONTE - MG;SION;2.011;405;292,57;292,57;P4;0,2;AP;RESIDENCIAL;1.470.000;ZA;19/10/2021
RUA MONTEVIDEU 609 - APT 500 - SION - 30315-560 - BELO HORIZONTE - MG;SION;2.020;390;234,65;234,65;P4;0,18;AP;RESIDENCIAL;1.500.000;ZA;19/10/2021
RUA DA PATAGONIA 404 - APT 1002 - SION - 30320-135 - BELO HORIZONTE - MG;SION;2.021;2.675,41;240,95;240,95;P4;0,03;AP;RESIDENCIAL;1.698.364,27;ZA;19/10/2021
RUA CORONEL JAIRO PEREIRA 420 - GARAGE 29 - PALMARES - 31160-560 - BELO HORIZONTE - MG;PALMARES;2.014;840;21,82;21,82;P2;0;VC;NAO RESIDENCIAL;27.500;ZAP;19/10/2021
RUA PITT 755 - GARAGE 31 - UNIAO - 31170-610 - BELO HORIZONTE - MG;UNIAO;2.016;720;7,46;7,46;P4;0;VR;RESIDENCIAL;30.000;ZAP;19/10/2021
RUA LIMA BARRETO - BLOCO 4 CASA E - SANTA BRANCA - 31565-220 - BELO HORIZONTE - MG;SANTA BRANCA;1.982;720;60;60;P3;0,04;CA;RESIDENCIAL;148.000;ZAP;19/10/2021
RUA MARIA AMELIA MELLO 784 - APT 1505 - SANTA HELENA - 30642-160 - BELO HORIZONTE - MG;SANTA HELENA;2.017;6.000;71,78;71,78;P3;0,01;AP;RESIDENCIAL;201.668,01;ZAP;19/10/2021
RUA URARICOERA 233 - APT 301 - RENASCENCA - 31130-580 - BELO HORIZONTE - MG;RENASCENCA;1.970;702;63,88;63,88;P3;0,06;AP;RESIDENCIAL;208.964,26;ZAP;19/10/2021
AVE PROFESSOR CLOVIS SALGADO 2881 - APT 303 BLOCO 1 - SERRANO - 31360-280 - BELO HORIZONTE - MG;SERRANO;2.021;6.109,62;57,25;57,25;P3;0,01;AP;RESIDENCIAL;210.000;ZAP;19/10/2021
RUA SILVEIRA 448 - BLOCO 2 APT 503 - GRACA - 31140-000 - BELO HORIZONTE - MG;GRACA;2.004;1.598,83;54,47;108,94;P3;0,02;AP;RESIDENCIAL;215.448,41;ZAP;19/10/2021
RUA CORONEL JAIRO PEREIRA 420 - APT 110 - PALMARES - 31160-560 - BELO HORIZONTE - MG;PALMARES;2.014;840;47,37;47,37;P3;0,01;AC;NAO RESIDENCIAL;261.643,31;ZAP;19/10/2021
RUA JONAS VANUCCI LINS 50 - APT 104 BLOCO 2 - PAQUETA - 31330-640 - BELO HORIZONTE - MG;PAQUETA;2.010;3.025;65,18;65,18;P3;0,01;AP;RESIDENCIAL;280.000;ZAP;19/10/2021
RUA JACAREPAGUA 210 - APT 201 - JARDIM AMERICA - 30421-351 - BELO HORIZONTE - MG;JARDIM AMERICA;1.978;3.789;88,27;88,27;P3;0,02;AP;RESIDENCIAL;300.000;ZAP;19/10/2021
RUA JOSE CARVALHO MONTEIRO 80 - BLOCO 5 APT 403 - PIRAJA - 31910-380 - BELO HORIZONTE - MG;PIRAJA;2.003;3.663;115,02;115,02;P2;0,02;AP;RESIDENCIAL;302.979,94;ZAP;19/10/2021
RUA SHIRLEY REGINA DAS CHAGAS 50 - APT 1403 - SERRANO - 30882-570 - BELO HORIZONTE - MG;SERRANO;2.015;5.149,32;100,44;100,44;P4;0,01;AP;RESIDENCIAL;305.000;ZAP;19/10/2021
RUA TENENTE GERALDO BARBOSA 131 - CASA 06 - MANACAS - 30840-680 - BELO HORIZONTE - MG;MANACAS;2.021;451,8;64,92;64,92;P3;0,13;CA;RESIDENCIAL;310.000;ZAP;19/10/2021
RUA JULIO DE CASTILHO 133 - APT 502 BLOCO 2 - CINQUENTENARIO - 30570-080 - BELO HORIZONTE - MG;CINQUENTENARIO;2.013;17.696,91;81,55;81,55;P3;0;AP;RESIDENCIAL;312.173,40;ZAP;19/10/2021
RUA OSWALDO FERRAZ 519 - APT 402 - SAGRADA FAMILIA - 31030-460 - BELO HORIZONTE - MG;SAGRADA FAMILIA;2.006;515;112,96;112,96;P3;0,08;AP;RESIDENCIAL;373.445,76;ZAP;19/10/2021
RUA LEOPOLDO CAMPOS NUNES 790 - APT 201 - MANACAS - 30840-700 - BELO HORIZONTE - MG;MANACAS;2.012;880,1;127,75;127,75;P3;0,04;AP;RESIDENCIAL;377.000;ZAP;19/10/2021
RUA MONTE SIMPLON 417 - APT 403 - NOVA SUISSA - 30421-125 - BELO HORIZONTE - MG;NOVA SUISSA;2.016;800;102,54;102,54;P3;0,04;AP;RESIDENCIAL;377.839,39;ZAP;19/10/2021
RUA PEDRO PEREIRA ALVES 230 - APT 504 - DIAMANTE - 30660-130 - BELO HORIZONTE - MG;DIAMANTE;2.017;821,4;125,24;125,24;P3;0,04;AP;RESIDENCIAL;385.000;ZAP;19/10/2021
RUA PROFESSOR DOMICIO MURTA 130 - APT 702 - OURO PRETO - 31330-670 - BELO HORIZONTE - MG;OURO PRETO;2.013;2.314;114,09;114,09;P4;0,01;AP;RESIDENCIAL;390.000;ZAP;19/10/2021
RUA NEWTON DA COSTA SILVEIRA 352 - APT 101 - RIO BRANCO - 31535-030 - BELO HORIZONTE - MG;RIO BRANCO;2.020;360;124,49;124,49;P3;0,14;AP;RESIDENCIAL;409.572,10;ZAP;19/10/2021
RUA NAVAJOS 31 - CASA 2 - SANTA MONICA - 31530-100 - BELO HORIZONTE - MG;SANTA MONICA;2.003;480;144,29;144,29;P3;0,5;CA;RESIDENCIAL;423.440,45;ZAP;19/10/2021
RUA ILACIR PEREIRA LIMA 497 - BLOCO 1 APT 502 - SILVEIRA - 31140-540 - BELO HORIZONTE - MG;SILVEIRA;2.001;1.800;93,12;93,12;P3;0,02;AP;RESIDENCIAL;427.756,04;ZAP;19/10/2021
RUA ALGA VERMELHA 120 - APT 1301- BLOCO 4 - JARDIM GUANABARA - 31742-260 - BELO HORIZONTE - MG;JARDIM GUANABARA;2.015;15.510;122,27;122,27;P3;0;AP;RESIDENCIAL;450.000;ZAP;19/10/2021
RUA DORESOPOLIS 149 - SAO PAULO - 31910-170 - BELO HORIZONTE - MG;SAO PAULO;1.959;360;284;284;P3;1;BA;RESIDENCIAL;457.824,80;ZAP;19/10/2021
RUA MANOEL MIRANDA 305 - APT 201 - UNIAO - 31170-440 - BELO HORIZONTE - MG;UNIAO;2.004;424,53;111,89;111,89;P3;0,11;AP;RESIDENCIAL;475.000;ZAP;19/10/2021
RUA MARIO BATISTA DA COSTA 26 - APT 301 - PLANALTO - 31720-210 - BELO HORIZONTE - MG;PLANALTO;2.021;360;114,81;114,81;P3;0,17;AP;RESIDENCIAL;475.000;ZAP;19/10/2021
RUA CORREA E CASTRO 74 - APT 402 - SANTA CRUZ - 31155-110 - BELO HORIZONTE - MG;SANTA CRUZ;2.011;360;176,56;176,56;P3;0,16;AP;RESIDENCIAL;534.553,06;ZAP;19/10/2021
RUA PROFESSOR HELIO VIANA 34 - APT 101 - ITAPOA - 31710-330 - BELO HORIZONTE - MG;ITAPOA;2.018;360;148,81;297,62;P4;0,2;AP;RESIDENCIAL;550.000;ZAP;19/10/2021
RUA AZEVEDO JUNIOR 58 - APT 102 - MINAS BRASIL - 30730-190 - BELO HORIZONTE - MG;MINAS BRASIL;2.021;390;136,32;136,32;P3;0,14;AP;RESIDENCIAL;555.000;ZAP;19/10/2021
RUA JORNALISTA JURACY MANOEL 60 - APT 302 - SILVEIRA - 31140-370 - BELO HORIZONTE - MG;SILVEIRA;1.990;384;188,3;188,3;P3;0,17;AP;RESIDENCIAL;600.000;ZAP;19/10/2021
RUA GENOVEVA DE SOUZA 544 - SAGRADA FAMILIA - 31030-220 - BELO HORIZONTE - MG;SAGRADA FAMILIA;1.965;185;136;136;P2;1;CA;RESIDENCIAL;600.000;ZAP;19/10/2021
RUA CAMPINAS 715 - APT 102 - ESPLANADA - 30280-090 - BELO HORIZONTE - MG;ESPLANADA;2.005;400;141,85;141,85;P3;0,16;AP;RESIDENCIAL;603.000;ZAP;19/10/2021
RUA MARIETA MELLO DE AZEVEDO 225 - APT 501 - DOM JOAQUIM - 31920-080 - BELO HORIZONTE - MG;DOM JOAQUIM;2.015;360;142,76;142,76;P3;0,16;AP;RESIDENCIAL;664.000;ZAP;19/10/2021
AVE BARAO HOMEM DE MELO 4386 - SALA 203 - ESTORIL - 30494-270 - BELO HORIZONTE - MG;ESTORIL;2.000;1.373,58;40,49;40,49;P4;0,01;SL;NAO RESIDENCIAL;98.109,97;ZAR1;19/10/2021
AVE BARAO HOMEM DE MELO 4386 - SALA 204 - ESTORIL - 30494-270 - BELO HORIZONTE - MG;ESTORIL;2.000;1.373,58;41,27;41,27;P4;0,01;SL;NAO RESIDENCIAL;99.999,97;ZAR1;19/10/2021
AVE BARAO HOMEM DE MELO 4386 - SALA 202 - ESTORIL - 30494-270 - BELO HORIZONTE - MG;ESTORIL;2.000;1.373,58;45,25;45,25;P4;0,01;SL;NAO RESIDENCIAL;109.643,77;ZAR1;19/10/2021
AVE BARAO HOMEM DE MELO 4386 - SALA 201 - ESTORIL - 30494-270 - BELO HORIZONTE - MG;ESTORIL;2.000;1.373,58;45,25;45,25;P4;0,01;SL;NAO RESIDENCIAL;109.643,77;ZAR1;19/10/2021
RUA CARLOS FREDERICO CAMPOS 32 - CASA 4 - OURO PRETO - 31310-400 - BELO HORIZONTE - MG;OURO PRETO;1.982;360;56;56;P3;0,19;AP;RESIDENCIAL;190.000;ZAR1;19/10/2021
AVE BARAO HOMEM DE MELO 4520 - APT 607 - ESTORIL - 30494-270 - BELO HORIZONTE - MG;ESTORIL;2.006;1.072;61,24;61,24;P4;0,01;AP;RESIDENCIAL;242.743,37;ZAR1;19/10/2021
RUA SAGITARIO 425 - LOJA 8 - SANTA LUCIA - 30360-230 - BELO HORIZONTE - MG;SANTA LUCIA;2.000;500;44,45;44,45;P4;0,09;LJ;NAO RESIDENCIAL;320.000;ZAR1;19/10/2021
PCA DAS CONSTELACOES - SANTA LUCIA - 30360-320 - BELO HORIZONTE - MG;SANTA LUCIA;0;477,71;0;0;TE;1;LV;TERRITORIAL;567.519,48;ZAR1;19/10/2021
RUA JOAO AFONSO MOREIRA 522 - OURO PRETO - 31310-130 - BELO HORIZONTE - MG;OURO PRETO;1.983;300;227,57;227,57;P3;1;CC;NAO RESIDENCIAL;720.000;ZAR1;19/10/2021
RUA MARIO COUTINHO 440 - GARAGE 9 - HAVAI - 30570-302 - BELO HORIZONTE - MG;HAVAI;2.010;1.120,50;6,18;6,18;P4;0;VR;RESIDENCIAL;20.000;ZAR2;19/10/2021
RUA PEDRINOPOLIS 266 - BLOCO 1 CASA 2 - JARDIM LEBLON - 31540-470 - BELO HORIZONTE - MG;JARDIM LEBLON;1.993;3.240;31,56;31,56;P2;0,02;CA;RESIDENCIAL;150.000;ZAR2;19/10/2021
RUA MONTE CARMELO 34 - APT 204 BLOCO 1 - OLARIA - 30660-380 - BELO HORIZONTE - MG;OLARIA;2.011;5.970,53;48,75;48,75;P3;0,01;AP;RESIDENCIAL;170.355,90;ZAR2;19/10/2021
RUA TRES RIOS - PILAR - 30390-230 - BELO HORIZONTE - MG;PILAR;0;348;0;0;TE;1;LV;TERRITORIAL;172.260;ZAR2;19/10/2021
RUA NILOPOLIS 73 - PILAR - 30390-410 - BELO HORIZONTE - MG;PILAR;0;350;0;0;TE;1;LV;TERRITORIAL;173.250;ZAR2;19/10/2021
RUA CANDIDO DE SOUZA 1824 - BLOCO 3 APT 211 - NOVA GAMELEIRA - 30510-070 - BELO HORIZONTE - MG;NOVA GAMELEIRA;1.997;8.459,58;55,54;55,54;P2;0,01;AP;RESIDENCIAL;175.000;ZAR2;19/10/2021
AVE PROFESSOR MARIO WERNECK 2379 - LOJA 7 - BURITIS - 30575-180 - BELO HORIZONTE - MG;BURITIS;2.000;585;40,53;81,06;P3;0,06;LJ;NAO RESIDENCIAL;188.147,65;ZAR2;19/10/2021
RUA DA GAMELEIRA 137 - BLOCO B APT 23 - SANTA MONICA - 31565-240 - BELO HORIZONTE - MG;SANTA MONICA;1.995;10.236,89;64,3;64,3;P3;0,01;AP;RESIDENCIAL;192.771,07;ZAR2;19/10/2021
RUA GEORGIA 94 - APT 302 - HAVAI - 30575-040 - BELO HORIZONTE - MG;HAVAI;1.982;30.174;72;72;P3;0;AP;RESIDENCIAL;200.000;ZAR2;19/10/2021
RUA ENGENHO DO SOL 400 - APT 502 BLOCO 9 - ENGENHO NOGUEIRA - 31320-610 - BELO HORIZONTE - MG;ENGENHO NOGUEIRA;2.015;8.338,01;53,89;53,89;P3;0,01;AP;RESIDENCIAL;200.000;ZAR2;19/10/2021
