name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified,address_adj,lat,long
Olimpic Torre B,31,built,2009,Rua Fernandes Moreira 1550,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96181,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Fernandes Moreira 1550,-23.6287251,-46.7082631
Olimpic Torre A,31,built,2009,Rua Fernandes Moreira 1550,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96180,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Fernandes Moreira 1550,-23.6287251,-46.7082631
Barão de Campo Belo,30,built,2007,Rua João de Souza Dias 531,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96481,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua João de Souza Dias 531,-20.6362746,-43.7965163
Bolsa de Cereais do Estado de São Paulo,29,built,1960,Avenida Senador Queirós 605,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96399,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Avenida Senador Queirós 605,-23.5397662,-46.6302917
East Side Condominium Club,27,built,2007,"Rua Apeninos, 800 - Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63906,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,"Rua Apeninos, 800 - Paraíso",-23.5744398,-46.6396082
Lion D'Or,23,built,2010,Rua Safira 368,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102700,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Safira 368,-20.0698228,-44.5645239
Up Side Condominium Club,27,built,2006,"Rua Doutor Eduardo Amaro, 99 - Paraíso",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63905,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,"Rua Doutor Eduardo Amaro, 99 - Paraíso",-23.5749865,-46.6396989
Edifício Eluma,25,built,1987,"Avenida Paulista, 1294 - Bela Vista",Sao Paulo SP Brazil,,310,https://skyscraperpage.com/cities?buildingID=10944,310,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete"")",0,1,0,0,Office,"Avenida Paulista, 1294 - Bela Vista",-23.5631921,-46.6540145
Unibanco Building,22,built,,"Avenida Eusébio Matoso, 891 - Pinheiros",Sao Paulo SP Brazil,,310,https://skyscraperpage.com/cities?buildingID=10951,310,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Avenida Eusébio Matoso, 891 - Pinheiros",-23.5720951,-46.6987279
Hyde Park,28,built,2007,On the Park,Sao Paulo SP Brazil,,308,https://skyscraperpage.com/cities?buildingID=84684,308,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential,On the Park,51.460045699999995,-2.5460045552969524
Central Park,27,built,2007,On the Park,Sao Paulo SP Brazil,,308,https://skyscraperpage.com/cities?buildingID=84683,308,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential,On the Park,51.460045699999995,-2.5460045552969524
Central Park,27,built,2007,Avenida Paulista 2198-2200,Sao Paulo SP Brazil,,307,https://skyscraperpage.com/cities?buildingID=95825,307,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Avenida Paulista 2198-2200,-23.5646806,-46.6772638
Edifício Igarassu,20,built,,"Rua Surubim, 577",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95229,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,"Rua Surubim, 577",-23.6015856,-46.6912805
Central Park,25,built,1970,On the Park,Sao Paulo SP Brazil,,308,https://skyscraperpage.com/cities?buildingID=84683,308,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential,On the Park,51.460045699999995,-2.5460045552969524
Central Park,25,built,1970,Avenida Paulista 2198-2200,Sao Paulo SP Brazil,,307,https://skyscraperpage.com/cities?buildingID=95825,307,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Avenida Paulista 2198-2200,-23.5646806,-46.6772638
Vitale,31,built,2005,Rua Voluntários da Pátria 4280,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95138,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Voluntários da Pátria 4280,-23.4840472,-46.6306505
Seabreeze,29,built,2005,Rua Arandu 222,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=15115,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Arandu 222,-22.9129517,-43.2630897
Lagoon Bay,29,built,2005,Rua Arandu 222,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=1742,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Arandu 222,-22.9129517,-43.2630897
Citicorp Center,21,built,1986,Avenida Paulista 1111,Sao Paulo SP Brazil,,305,https://skyscraperpage.com/cities?buildingID=10900,305,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- postmodern"")",0,1,0,0,Office,Avenida Paulista 1111,-23.56468,-46.6532144
Edifício Presidente Altino Arantes,27,built,1951,111 Rua XV de Novembro,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=91540,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- brick"")",0,1,0,0,Office,111 Rua XV de Novembro,-24.311733500000003,-48.945624292990296
Helbor Loft Evolution,22,built,2002,150 Rua Lisboa Jardim América,Sao Paulo SP Brazil,,299,https://skyscraperpage.com/cities?buildingID=11069,299,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,150 Rua Lisboa Jardim América,-23.0862607,-48.9218297
Edifício Lindenberg Tangará,27,built,,Avenida Carlos Queiroz Telles 30,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63120,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- neo-classical"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,Avenida Carlos Queiroz Telles 30,-23.6296942,-46.7222239
Ana Luíza,26,built,2000,"Rua Doutor Tomás Carvalhal, 880 - Vila Mariana",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11055,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- concrete"")",1,0,0,0,Residential,"Rua Doutor Tomás Carvalhal, 880 - Vila Mariana",-23.5755758,-46.6423544
Sao Paulo Trade Building,17,built,1999,Rua Funchal 375,Sao Paulo SP Brazil,,299,https://skyscraperpage.com/cities?buildingID=84686,299,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,Rua Funchal 375,-23.5939811,-46.6897628
Eternity,28,built,2007,Rua Eleonora Cintra 900,Sao Paulo SP Brazil,,298,https://skyscraperpage.com/cities?buildingID=84687,298,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,Rua Eleonora Cintra 900,-23.5564819,-46.5600007
Altana,27,built,2006,Avenida República do Líbano 1873,Sao Paulo SP Brazil,,296,https://skyscraperpage.com/cities?buildingID=84688,296,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential,Avenida República do Líbano 1873,-23.5948365,-46.6645574
Vivre Torre A,30,built,2010,Rua Doutor Antônio Bento 504,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96182,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Doutor Antônio Bento 504,-23.6453305,-46.7021678
Visage,30,built,2008,Rua Doutor Ferreira Lópes 560,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96279,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Doutor Ferreira Lópes 560,-23.658555,-46.696656
Rugendas,30,built,,Rua Manoel da Nóbrega 1240,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95127,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Manoel da Nóbrega 1240,-25.55544,-49.2656707
Reserva Marajoara Park Bloco C,30,built,,Avenida João Peixoto Viegas 193,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96214,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida João Peixoto Viegas 193,-23.668359,-46.6775984
Reserva Marajoara Park Bloco B,30,built,,Avenida João Peixoto Viegas 193,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96213,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida João Peixoto Viegas 193,-23.668359,-46.6775984
Reserva Marajoara Park Bloco A,30,built,,Avenida João Peixoto Viegas 193,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96212,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida João Peixoto Viegas 193,-23.668359,-46.6775984
Ornato,30,built,2009,Alameda dos Jurupis 767,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95129,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Alameda dos Jurupis 767,-23.6015358,-46.6571615
Iepê Golf Condominium Torre 6,30,built,2008,Avenida Engenheiro Alberto de Zagottis 897,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96277,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Engenheiro Alberto de Zagottis 897,-23.6665947,-46.6949032
Iepê Golf Condominium Torre 5,30,built,2008,Avenida Engenheiro Alberto de Zagottis 897,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96276,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Engenheiro Alberto de Zagottis 897,-23.6665947,-46.6949032
Iepê Golf Condominium Torre 4,30,built,2008,Avenida Engenheiro Alberto de Zagottis 897,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96275,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Engenheiro Alberto de Zagottis 897,-23.6665947,-46.6949032
Iepê Golf Condominium Torre 3,30,built,2008,Avenida Engenheiro Alberto de Zagottis 897,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96274,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Engenheiro Alberto de Zagottis 897,-23.6665947,-46.6949032
Iepê Golf Condominium Torre 2,30,built,2008,Avenida Engenheiro Alberto de Zagottis 897,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96273,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Engenheiro Alberto de Zagottis 897,-23.6665947,-46.6949032
Iepê Golf Condominium Torre 1,30,built,2008,Avenida Engenheiro Alberto de Zagottis 897,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96272,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Engenheiro Alberto de Zagottis 897,-23.6665947,-46.6949032
Grand Phoenix,30,built,2005,Rua Borba Gato 331,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96200,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Borba Gato 331,-23.6568592,-46.6996914
Well,28,built,2008,Rua Doutor Miranda de Azevedo 1155,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95805,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Doutor Miranda de Azevedo 1155,-23.5264078,-46.6877758
Spazio di Vivere,28,built,2006,Rua General Góis Monteiro 18,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95806,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua General Góis Monteiro 18,-23.5416719,-46.6929667
Paulicéia,28,built,2008,Rua Vergueiro 266,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96475,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Vergueiro 266,-23.5684579,-46.6399898
Metrópole,28,built,2008,Rua Vergueiro 266,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96474,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Vergueiro 266,-23.5684579,-46.6399898
Aspen,28,built,1999,Rua Nilo 275,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96476,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Nilo 275,-22.8801839,-43.5545567
Place de L'Étoile,27,built,1996,Rua Maranhão 690,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95819,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Maranhão 690,-2.52945,-44.231334
Olympic Higienópolis,27,built,1996,Avenida Higienópolis 15,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95818,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Higienópolis 15,-23.3218571,-51.1672002
Long Stay Bela Cintra,27,built,2002,Rua Bela Cintra 521,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95817,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Bela Cintra 521,-23.5533404,-46.657459
Golden Tower,27,built,1985,Rua Bahia 533,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95821,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Bahia 533,-13.005392,-38.4549649
Diogo Home Boutique,27,built,2006,Rua Diogo Jácome 550-554,Sao Paulo SP Brazil,,295,https://skyscraperpage.com/cities?buildingID=84689,295,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"")",1,0,0,0,Residential,Rua Diogo Jácome 550-554,-23.5946126,-46.6662761
Coral Bay,27,built,1995,Rua Bahia 753,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95820,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Bahia 753,-13.005392,-38.4549649
Agrias,27,built,2009,Rua Itapaiuna 1800,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95107,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Itapaiuna 1800,-23.637809,-46.72932395
Wonder,32,built,2006,Rua Diogo Jácome 518,Sao Paulo SP Brazil,,289,https://skyscraperpage.com/cities?buildingID=95126,289,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Diogo Jácome 518,-23.5946126,-46.6662761
Window,32,built,2006,Rua Diogo Jácome 518,Sao Paulo SP Brazil,,289,https://skyscraperpage.com/cities?buildingID=95125,289,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Diogo Jácome 518,-23.5946126,-46.6662761
Wharehouse,32,built,2006,Rua Diogo Jácome 518,Sao Paulo SP Brazil,,289,https://skyscraperpage.com/cities?buildingID=95124,289,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Diogo Jácome 518,-23.5946126,-46.6662761
Jardim América,27,built,1968,Rua da Consolação 3064,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102692,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua da Consolação 3064,-23.5594912,-46.6671143
Condomínio Edifício Anita,26,built,1971,"Rua Haddock Lobo, 403",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=113825,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,"Rua Haddock Lobo, 403",-23.5567913,-46.6603039
Edifício Jardim América,25,built,,"Rua Paraguai, 42 - Jardim América",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=11064,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- stone"", ""- concrete (plain)"", ""- brick"")",1,0,0,0,Residential,"Rua Paraguai, 42 - Jardim América",-29.1587984,-51.1702247
Lindenberg ID Itaim,23,built,2009,"Rua Benedito Lapin, 167",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63107,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,"Rua Benedito Lapin, 167",-23.5874635,-46.67364
Vincetori Condominium II,29,built,2004,Avenida Adolfo Pinheiro 760,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96173,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Adolfo Pinheiro 760,-23.6446768,-46.7003838
Vincetori Condominium I,29,built,2004,Avenida Adolfo Pinheiro 760,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96172,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Adolfo Pinheiro 760,-23.6446768,-46.7003838
Ibirapuera Park View,29,built,2008,Rua Pirapora 70-86,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95131,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Pirapora 70-86,-22.8687967,-43.485231
Flora Viva,29,built,2007,Rua Sócrates 355,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96280,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Sócrates 355,-23.6591059,-46.6914941
Chateau de Blois,29,built,2005,Avenida Divino Salvador 395,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95132,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Avenida Divino Salvador 395,-23.6067581,-46.65758
Brasília Small Town Flat Service,29,built,,Rua Olavo Egídio 420,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95140,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Olavo Egídio 420,-23.4796489,-47.4428994
Asahi Bank Of Tokyo,21,built,1976,Av. Paulista 1274 Jardim Paulista,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=104875,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- truss tower"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- steel"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. Paulista 1274 Jardim Paulista,-23.559154,-46.6591443
Walk Vila Nova,30,built,2008,Rua Afonso Brás 747,Sao Paulo SP Brazil,,283,https://skyscraperpage.com/cities?buildingID=95130,283,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Afonso Brás 747,-23.9394537,-46.4159204
Barão do Amparo,21,built,1973,Avenida Paulista 2006,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102693,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Avenida Paulista 2006,-23.5588018,-46.6591008
Mansao Ravello,27,built,2004,Rua Tavares Bastos 68,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95807,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Tavares Bastos 68,-9.6321429,-35.7392924
Solar dos Canelhas,26,built,,Rua Barão do Bananal 490,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95808,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Barão do Bananal 490,-22.8758049,-43.3159044
Reserve Du Parc,26,built,2004,Rua Ministro Godoy 255,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95810,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Ministro Godoy 255,-23.5318204,-46.6684721
Etoile,26,built,2006,Rua Campevas 370,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95809,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Campevas 370,-23.5352549,-46.6744451
Torre Pacífico,25,built,2008,Rua Morais de Barros 960,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95065,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Morais de Barros 960,-23.61484685,-46.673560308464516
Torre Atlântico,25,built,2008,Rua Morais de Barros 960,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95064,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Morais de Barros 960,-23.61484685,-46.673560308464516
Cetenco Plaza Torre Sul,25,built,1981,"Avenida Paulista, 1842",Sao Paulo SP Brazil,,279,https://skyscraperpage.com/cities?buildingID=10957,279,NA,NA,"c(""Building Uses"", ""- office"", ""- government"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete (plain)"", ""- concrete, reinforced"")",0,1,0,0,Office,"Avenida Paulista, 1842",-23.5597157,-46.6579375
Cetenco Plaza Torre Norte,25,built,1981,Avenida Paulista 1842,Sao Paulo SP Brazil,,279,https://skyscraperpage.com/cities?buildingID=63590,279,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete (plain)"", ""- concrete, reinforced"")",0,1,0,0,Office,Avenida Paulista 1842,-23.5597157,-46.6579375
Torre Paulista,23,built,,"Avenida Paulista, 949 - Jardim Paulista",Sao Paulo SP Brazil,,279,https://skyscraperpage.com/cities?buildingID=10950,279,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- structural expressionism"", ""Materials"", ""- concrete, reinforced"", ""- concrete"")",0,1,0,0,Office,"Avenida Paulista, 949 - Jardim Paulista",-23.5656233,-46.6518607
Grand Hyatt São Paulo,26,built,2002,Av. Nações Unidas,Sao Paulo SP Brazil,,276,https://skyscraperpage.com/cities?buildingID=10886,276,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"")",0,0,1,0,Hotel,Av. Nações Unidas,-23.6204337,-46.7006208
Pedro Biagi,23,built,1973,Avenida Paulista 460,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63628,NA,NA,NA,"c(""Building Uses"", ""- office"", ""- parking garage"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,Avenida Paulista 460,-23.5681512,-46.6478309
Passeio,28,built,2009,Rua Joaquim Lima de Moraes,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96184,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Joaquim Lima de Moraes,-23.6262364,-46.6964076
Paradiso,28,built,2005,Rua Voluntários da Pátria 4280,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95139,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Voluntários da Pátria 4280,-23.4840472,-46.6306505
Paradiso,28,built,2005,"Rua Pará, 391",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95827,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,"Rua Pará, 391",-1.3738759,-48.4295841
Mansão Francisca Júlia,28,built,2007,Rua Francisca Júlia 277,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95141,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Francisca Júlia 277,-23.4937253,-46.6282952
