name_building,floors,status,year,address,address_2,link_2,height,link,h1,h2,h3,type_concat,residential,office,hotel,other,type_simplified,address_adj,lat,long
Edificio Avestruz,29,built,1987,Rua Urzela 4,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11025,354,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Urzela 4,-23.5622366,-46.4923544
Edificio Granja Julieta,28,built,1986,Rua Barbosa Lopes 19,Sao Paulo SP Brazil,,354,https://skyscraperpage.com/cities?buildingID=11039,354,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Barbosa Lopes 19,-23.6383114,-46.7029291
Edificio Carajás,30,built,1983,Avenida Doutor Arnaldo 1509,Sao Paulo SP Brazil,,351,https://skyscraperpage.com/cities?buildingID=10986,351,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Avenida Doutor Arnaldo 1509,-23.5543196,-46.6704028
Edificio Tiradentes,29,built,1983,Rua Júpiter 18,Sao Paulo SP Brazil,,351,https://skyscraperpage.com/cities?buildingID=11028,351,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Júpiter 18,-25.5299392,-49.267977
Edificio Maia 1,29,built,1976,Rua Catarina de Horta 65,Sao Paulo SP Brazil,,348,https://skyscraperpage.com/cities?buildingID=11004,348,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Catarina de Horta 65,-23.548407,-46.4110906
Edifício Conde de Sarzedas,26,built,2006,"Rua Conde de Sarzedas, 100, Sé Centro",Sao Paulo SP Brazil,http://www.arcoweb.com.br/arqu...,348,https://skyscraperpage.com/cities?buildingID=65561,348,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- steel"", ""- aluminium"", ""- granite"", ""- concrete"")",0,1,0,0,Office,"Rua Conde de Sarzedas, 100, Sé Centro",-20.5100994,-54.6052769
Nuances,32,built,2008,Rua Barão do Triunfo 142,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95063,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Barão do Triunfo 142,-23.6266781,-46.68498745093417
Matizes,32,built,2008,Rua Barão do Triunfo 142,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95062,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Barão do Triunfo 142,-23.6266781,-46.68498745093417
Camarotte,32,built,2009,Rua Edson 80,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95061,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Edson 80,-8.0196287,-34.914807
Lindenberg Iguatemi,28,built,2009,Rua Viradouro 120,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=63109,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""- neo-classical"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"", ""- brick"")",1,0,0,0,Residential,Rua Viradouro 120,-23.5851633,-46.6799436
Banco do Brasil,25,built,,Avenida Paulista 2163,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102690,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Avenida Paulista 2163,-23.5582013,-46.6604179
Edificio Marco Polo,32,built,1985,Rua Caraibas 15,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11000,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Caraibas 15,-19.506115,-42.6023001
Edificio Speers,31,built,1988,Rua Goitacás 100,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10987,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Goitacás 100,-23.5357622,-46.6618223
Edificio Cidade de Colónia,31,built,1988,Rua Pagúe 17,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10997,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Pagúe 17,1.6103558,7.399257908662334
Edificio Popovici,30,built,1994,Rua André Molina 229,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10979,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua André Molina 229,-23.6058053,-46.4866734
Edificio Maia 2,30,built,1983,Rua Catarina de Horta 67,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11005,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Catarina de Horta 67,-23.548407,-46.4110906
Edificio Chaim Herzsprung,30,built,1997,Rua Capimirim 28,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11032,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Capimirim 28,-23.6009342,-46.6865965
Edificio's Olga 1-3,29,built,1988,Rua Augusto da Silva 111,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10977,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Augusto da Silva 111,-23.5002965,-46.6811925
Edificio Fazenda Nova,29,built,1978,Rua Felipe Lohbauer 451,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=10992,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Felipe Lohbauer 451,-23.6430758,-46.6882628
Edificio's Aracati 1 & 2,28,built,1988,Rua Artur Bernardes 554,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11007,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Artur Bernardes 554,-22.8712909,-43.6310239
Edificio Aracati,28,built,1989,Rua da Danca Cigana 89,Sao Paulo SP Brazil,,344,https://skyscraperpage.com/cities?buildingID=11042,344,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua da Danca Cigana 89,-23.6690843,-46.7616494
Edificio Jacaranda,27,built,1988,Rua Andacu 111,Sao Paulo SP Brazil,,341,https://skyscraperpage.com/cities?buildingID=11037,341,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Andacu 111,-23.5018473,-46.6094595
Edificio Crispim,30,built,1979,Rua Igarapé 53,Sao Paulo SP Brazil,,338,https://skyscraperpage.com/cities?buildingID=11003,338,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Igarapé 53,-26.3163328,-48.8272034
Sao Paulo Fashion Hall,25,built,2003,Rua Vupabussu,Sao Paulo SP Brazil,,338,https://skyscraperpage.com/cities?buildingID=84679,338,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,Rua Vupabussu,-23.5598899,-46.6979469
Edificio General Osório,29,built,1980,Rua Lisboa 54,Sao Paulo SP Brazil,,335,https://skyscraperpage.com/cities?buildingID=11001,335,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Lisboa 54,-1.3650911,-48.4331256
Edificio Barnabé Corréa,28,built,1979,Rua Fáustolo 119,Sao Paulo SP Brazil,,335,https://skyscraperpage.com/cities?buildingID=10975,335,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Fáustolo 119,-23.5239355,-46.688417
Plaza Iguatemi Business Center,21,built,2002,Avenida Brigadeiro Faria Lima 2277,Sao Paulo SP Brazil,,335,https://skyscraperpage.com/cities?buildingID=11072,335,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Avenida Brigadeiro Faria Lima 2277,-23.5658386,-46.6944384
E.Office Berrini,28,built,2012,Av. Engenheiro Luís Carlos Berrini 1748 Vila Olimpia,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=109305,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- postmodern"", ""Materials"", ""- glass"", ""- concrete, reinforced"")",0,1,0,0,Office,Av. Engenheiro Luís Carlos Berrini 1748 Vila Olimpia,-23.5998479,-46.6910163
Boulevard Sul,20,built,2005,Rua Gomes de Carvalho 1634-1666,Sao Paulo SP Brazil,,332,https://skyscraperpage.com/cities?buildingID=84680,332,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- stucco"")",0,1,0,0,Office,Rua Gomes de Carvalho 1634-1666,-23.595374,-46.6886508
Edificio São Luis Gonzaga,24,built,2000,Avenida Paulista 2300,Sao Paulo SP Brazil,,331,https://skyscraperpage.com/cities?buildingID=1580,331,NA,NA,"c(""Building Uses"", ""- office"", ""- retail"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,Avenida Paulista 2300,-23.5567972,-46.6612401
Edificio Imbé 1,29,built,1986,Rua Estéváo Kaltenbacher 4,Sao Paulo SP Brazil,,331,https://skyscraperpage.com/cities?buildingID=11040,331,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Estéváo Kaltenbacher 4,-23.6754117,-46.7659168
Edificio Hellada,29,built,1984,Rua Manoel Borba 72,Sao Paulo SP Brazil,,331,https://skyscraperpage.com/cities?buildingID=10994,331,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Manoel Borba 72,-8.06162955,-34.886407436247154
Edificio Maximilian Groskopf,28,built,1989,Rua Albertina 103,Sao Paulo SP Brazil,,331,https://skyscraperpage.com/cities?buildingID=10995,331,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Albertina 103,-5.0323832,-42.8224337
Ed. Bertioga,27,built,1978,Rua Cacilda Becker 4,Sao Paulo SP Brazil,,331,https://skyscraperpage.com/cities?buildingID=10968,331,NA,NA,"c(""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua Cacilda Becker 4,-23.6244916,-46.6908306
Torre Paineira,31,built,2009,Rua Volta Redonda 270,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96480,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Volta Redonda 270,-22.8186695,-43.3585618
Torre Figueira,31,built,2009,Rua Volta Redonda 270,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96479,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Volta Redonda 270,-22.8186695,-43.3585618
Majuy,31,built,2006,Rua Itapaiuna 1800,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95106,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Itapaiuna 1800,-23.637809,-46.72932395
Acqualife Torre B,31,built,2009,Rua da Paz 2150,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96179,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua da Paz 2150,-2.586737,-44.192991
Acqualife Torre A,31,built,2009,Rua da Paz 2150,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96178,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua da Paz 2150,-2.586737,-44.192991
Alameda das Flores,30,built,2008,Rua Castro Alves 507,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96473,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Castro Alves 507,-23.7292313,-46.5732969
Sheynna Tower,27,built,,"Rua Goitacás, 76",Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=91805,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,"Rua Goitacás, 76",-23.5357622,-46.6618223
Tribunal Regional do Trabalho da 2ª Região,26,built,,Rua da Consolação 1272,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95822,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Rua da Consolação 1272,-23.5494019,-46.6533475
Angélica Trade Center,26,built,1999,Avenida Angélica 2466,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=95823,NA,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"")",0,1,0,0,Office,Avenida Angélica 2466,-23.5534485,-46.6621578
Torre 2000,25,built,2002,"Rua dos Pinheiros, 870",Sao Paulo SP Brazil,,328,https://skyscraperpage.com/cities?buildingID=10874,328,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua dos Pinheiros, 870",-23.5669455,-46.6862311
Edifício Faria Lima,25,built,1986,"Brigadeiro Faria Lima 1355, Pinheiros",Sao Paulo SP Brazil,,328,https://skyscraperpage.com/cities?buildingID=10948,328,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- granite"", ""- concrete, reinforced"")",0,1,0,0,Office,"Brigadeiro Faria Lima 1355, Pinheiros",-23.5684664,-46.6921933
Conjunto Nacional,25,built,1958,"Avenida Paulista, 2073 - Jardim Paulista",Sao Paulo SP Brazil,http://www.ccn.com.br/,384,https://skyscraperpage.com/cities?buildingID=10952,384,328,NA,"c(""Building Uses"", ""- mixed use"", ""- office"", ""- residential"", ""- restaurant"", ""- retail"", ""- cinema"", ""- fitness center"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- stone"", ""- aluminium"", ""- concrete"")",1,1,0,0,Mixed Use,"Avenida Paulista, 2073 - Jardim Paulista",-23.5588961,-46.6606873
Palácio Clóvis Ribeiro,23,built,1950,"Avenida Rangel Pestana, 300 - Sé",Sao Paulo SP Brazil,http://www.fazenda.sp.gov.br/,328,https://skyscraperpage.com/cities?buildingID=10967,328,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- art deco"")",0,1,0,0,Office,"Avenida Rangel Pestana, 300 - Sé",-23.550179749999998,-46.63037398824458
Edifício Luiz Eulálio Bueno Vidigal Filho,20,built,1979,Avenida Paulista 1313 - Jardim Paulista,Sao Paulo SP Brazil,,325,https://skyscraperpage.com/cities?buildingID=10949,325,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- steel"", ""- concrete"")",0,1,0,0,Office,Avenida Paulista 1313 - Jardim Paulista,-23.5634149,-46.6544339
Comfort Jardim Europa,30,built,2001,Rua João Cachoeira 131,Sao Paulo SP Brazil,,322,https://skyscraperpage.com/cities?buildingID=10885,322,NA,NA,"c(""Building Uses"", ""- mixed use"", ""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua João Cachoeira 131,-23.587373,-46.6769426
Golden Tulip Paulista Plaza Hotel,28,built,1999,"Alameda Santos, 85 - Paraíso",Sao Paulo SP Brazil,http://www.paulistaplaza.com.br/,322,https://skyscraperpage.com/cities?buildingID=10911,322,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"", ""Materials"", ""- glass"", ""- aluminium"", ""- concrete, reinforced"")",0,0,1,0,Hotel,"Alameda Santos, 85 - Paraíso",-23.5716482,-46.64643172612593
Rubine,30,built,2008,Rua Guararapes 2073,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=15415,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Guararapes 2073,-21.2474679,-50.6503938
Moongate,30,built,2005,Rua Arandu 222,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=14809,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Arandu 222,-22.9129517,-43.2630897
Magenta,30,built,2008,Rua Guararapes 2073,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=8255,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Guararapes 2073,-21.2474679,-50.6503938
Cyan,30,built,2008,Rua Guararapes 2073,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=45273,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Guararapes 2073,-21.2474679,-50.6503938
Britannia Bay,30,built,2005,Rua Arandu 222,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=20537,NA,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Arandu 222,-22.9129517,-43.2630897
Caesar Business Hotel Paulista,26,built,2003,Avenida Paulista 2181,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=102689,NA,NA,NA,"c(""Building Uses"", ""- hotel"", ""Structural Types"", ""- highrise"")",0,0,1,0,Hotel,Avenida Paulista 2181,-23.5579362,-46.6607648
Edificio Garagem @ Rua da Cantareira,32,built,,Rua da Cantareira,Sao Paulo SP Brazil,,NA,https://skyscraperpage.com/cities?buildingID=96396,NA,NA,NA,"c(""Building Uses"", ""- parking garage"", ""Structural Types"", ""- highrise"")",0,0,0,1,Other,Rua da Cantareira,-23.5344981,-46.6270123
Orion,30,built,2006,Rua do Rócio 450,Sao Paulo SP Brazil,,315,https://skyscraperpage.com/cities?buildingID=84681,315,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,Rua do Rócio 450,-23.2186776,-44.7217044
Hydrus,30,built,2006,Rua do Rócio 450,Sao Paulo SP Brazil,,315,https://skyscraperpage.com/cities?buildingID=84682,315,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"", ""Architectural Style"", ""- modern"")",1,0,0,0,Residential,Rua do Rócio 450,-23.2186776,-44.7217044
Edifício Faria Lima Premium,25,built,1999,"Rua Diogo Moreira, 132 - Pinheiros",Sao Paulo SP Brazil,,315,https://skyscraperpage.com/cities?buildingID=5826,315,NA,NA,"c(""Building Uses"", ""- office"", ""Structural Types"", ""- highrise"", ""- landing pad"", ""Architectural Style"", ""- modern"")",0,1,0,0,Office,"Rua Diogo Moreira, 132 - Pinheiros",-23.5699318,-46.6929431
Edificio Piazza Navona,23,built,2000,Rua Aracaju 201,Sao Paulo SP Brazil,,315,https://skyscraperpage.com/cities?buildingID=11020,315,NA,NA,"c(""Building Uses"", ""- residential"", ""Structural Types"", ""- highrise"")",1,0,0,0,Residential,Rua Aracaju 201,-25.4545232,-49.2127562
